method,sequence,accuracy,recall,fps,reinit,frames
pmmh,fish1,0.604434,0.589264,5.54545,14,366
pmmh,fish1,0.593765,0.582637,5.22857,10,366
pmmh,fish1,0.549939,0.52859,5.63077,17,366
tracker,fish1,0.596948,0.627005,73.2,18,366
tracker,fish1,0.592598,0.602677,73.2,76,366
tracker,fish1,0.587769,0.56996,91.5,77,366
tracker,fish1,0.573604,0.555047,91.5,73,366
tracker,fish1,0.598968,0.573297,91.5,82,366
tracker,fish1,0.587832,0.592138,91.5,80,366
tracker,fish1,0.468795,0.518089,73.2,16,366
tracker,fish1,0.649827,0.619134,91.5,26,366
tracker,fish1,0.536789,0.599451,73.2,20,366
tracker,fish1,0.639832,0.635543,73.2,23,366
tracker,fish1,0.549456,0.54136,91.5,66,366
tracker,fish1,0.552599,0.55323,73.2,24,366
tracker,fish1,0.515891,0.575152,61,20,366
tracker,fish1,0.556842,0.618382,73.2,20,366
tracker,fish1,0.570977,0.586922,91.5,72,366
pmmh,fish2,0.600667,0.568508,4.49275,21,310
pmmh,fish2,0.709301,0.580484,4.76923,15,310
pmmh,fish2,0.610815,0.523144,4.84375,15,310
pmmh,fish2,0.573627,0.563085,4.24658,18,310
pmmh,fish2,0.640211,0.551783,4.24658,15,310
pmmh,fish2,0.589627,0.584422,4.30556,23,310
pmmh,fish2,0.72402,0.532808,5.08197,10,310
pmmh,fish2,0.703933,0.552668,4.76923,15,310
pmmh,fish2,0.572714,0.583868,4.18919,19,310
pmmh,fish2,0.613213,0.604401,4.49275,21,310
pmmh,fish2,0.629721,0.585162,4.62687,13,310
pmmh,fish2,0.584158,0.574971,4.24658,17,310
pmmh,fish2,0.640865,0.68047,2.81818,17,310
pmmh,fish2,0.570722,0.546478,4.18919,18,310
pmmh,fish2,0.560538,0.555031,4.18919,16,310
tracker,fish2,0.49457,0.529083,51.6667,27,310
tracker,fish2,0.603734,0.624875,44.2857,42,310
tracker,fish2,0.483969,0.487557,103.333,129,310
tracker,fish2,0.591911,0.566375,62,41,310
tracker,fish2,0.540961,0.577888,62,29,310
tracker,fish2,0.556461,0.605673,51.6667,45,310
tracker,fish2,0.548516,0.570302,62,26,310
tracker,fish2,0.551352,0.585728,62,32,310
tracker,fish2,0.561597,0.573987,62,43,310
tracker,fish2,0.55307,0.54925,62,38,310
tracker,fish2,0.46755,0.494989,62,26,310
tracker,fish2,0.548592,0.616263,44.2857,27,310
tracker,fish2,0.53461,0.566584,62,22,310
tracker,fish2,0.525801,0.542101,62,28,310
tracker,fish2,0.607343,0.572619,62,51,310
pmmh,fish3,0.618795,0.542009,6.17857,8,519
pmmh,fish3,0.646765,0.641303,5.35052,7,519
pmmh,fish3,0.666756,0.668713,5.76667,15,519
pmmh,fish3,0.649927,0.739123,4.76147,6,519
pmmh,fish3,0.657718,0.525653,6.32927,13,519
pmmh,fish3,0.689012,0.710954,5.7033,3,519
pmmh,fish3,0.662393,0.759573,4.99038,6,519
pmmh,fish3,0.628697,0.706306,4.76147,11,519
pmmh,fish3,0.599835,0.59958,5.83146,21,519
pmmh,fish3,0.660896,0.717557,5.24242,18,519
pmmh,fish3,0.731914,0.742784,5.40625,11,519
pmmh,fish3,0.649034,0.621546,5.76667,9,519
pmmh,fish3,0.637491,0.713472,4.99038,7,519
pmmh,fish3,0.635351,0.456023,6.74026,7,519
pmmh,fish3,0.566721,0.643042,5.13861,18,519
tracker,fish3,0.54507,0.627231,74.1429,20,519
tracker,fish3,0.697976,0.797221,74.1429,21,519
tracker,fish3,0.619761,0.698516,74.1429,17,519
tracker,fish3,0.651804,0.608569,103.8,48,519
tracker,fish3,0.647493,0.678733,74.1429,49,519
tracker,fish3,0.566314,0.630231,74.1429,45,519
tracker,fish3,0.662408,0.578796,86.5,25,519
tracker,fish3,0.578385,0.651532,74.1429,25,519
tracker,fish3,0.603383,0.666741,64.875,15,519
tracker,fish3,0.679296,0.726036,86.5,63,519
tracker,fish3,0.65461,0.682373,86.5,27,519
tracker,fish3,0.618543,0.632953,86.5,18,519
tracker,fish3,0.602337,0.698506,74.1429,10,519
tracker,fish3,0.646253,0.640525,86.5,50,519
tracker,fish3,0.643256,0.66962,86.5,51,519
pmmh,fish4,0.534322,0.457873,6.0354,30,682
pmmh,fish4,0.470821,0.393434,6.2,22,682
pmmh,fish4,0.511225,0.529046,5.16667,25,682
pmmh,fish4,0.464285,0.458262,5.63636,25,682
pmmh,fish4,0.540089,0.52202,5.73109,41,682
pmmh,fish4,0.572661,0.55076,5.37008,28,682
pmmh,fish4,0.471618,0.465903,5.24615,22,682
pmmh,fish4,0.489623,0.501748,5.08955,30,682
pmmh,fish4,0.5132,0.547456,5.16667,34,682
pmmh,fish4,0.532295,0.461654,6.0354,34,682
pmmh,fish4,0.478202,0.500182,4.60811,32,682
pmmh,fish4,0.561433,0.427987,6.49524,21,682
pmmh,fish4,0.578209,0.54292,5.63636,26,682
pmmh,fish4,0.504122,0.528307,5.16667,42,682
pmmh,fish4,0.438623,0.395769,5.54472,20,682
tracker,fish4,0.616339,0.653825,68.2,69,682
tracker,fish4,0.6183,0.619311,75.7778,63,682
tracker,fish4,0.636359,0.622846,75.7778,61,682
tracker,fish4,0.511776,0.562266,62,44,682
tracker,fish4,0.645685,0.645306,75.7778,77,682
tracker,fish4,0.630204,0.647609,75.7778,64,682
tracker,fish4,0.544559,0.566459,68.2,42,682
tracker,fish4,0.701787,0.625794,85.25,59,682
tracker,fish4,0.584722,0.653618,62,65,682
tracker,fish4,0.549272,0.612979,68.2,40,682
tracker,fish4,0.671071,0.668683,75.7778,73,682
tracker,fish4,0.514324,0.557195,62,40,682
tracker,fish4,0.603214,0.566463,85.25,65,682
tracker,fish4,0.530708,0.482513,75.7778,50,682
tracker,fish4,0.625027,0.645118,68.2,62,682
pmmh,girl,0.633082,0.682453,1.68539,31,1500
pmmh,girl,0.55355,0.654918,1.47929,29,1500
pmmh,girl,0.60683,0.579876,1.93548,37,1500
pmmh,girl,0.650649,0.600528,2.1097,28,1500
pmmh,girl,0.635327,0.632175,1.94301,23,1500
pmmh,girl,0.610904,0.652568,4.64396,21,1500
pmmh,girl,0.590815,0.66824,4.58716,32,1500
pmmh,girl,0.676015,0.519912,6.63717,35,1500
pmmh,girl,0.6251,0.612799,5.83658,50,1500
pmmh,girl,0.547872,0.648732,4.14365,29,1500
pmmh,girl,0.585045,0.618093,5.05051,38,1500
pmmh,girl,0.643669,0.703616,4.7619,20,1500
pmmh,girl,0.694907,0.641993,5.83658,15,1500
pmmh,girl,0.621349,0.615367,5.59701,33,1500
pmmh,girl,0.665176,0.538853,6.35593,26,1500
tracker,girl,0.572362,0.647789,57.6923,17,1500
tracker,girl,0.816025,0.679727,83.3333,2,1500
tracker,girl,0.715825,0.625505,78.9474,7,1500
tracker,girl,0.739793,0.652174,83.3333,3,1500
tracker,girl,0.688354,0.721902,68.1818,6,1500
tracker,girl,0.715723,0.715962,68.1818,9,1500
tracker,girl,0.744955,0.636266,88.2353,1,1500
tracker,girl,0.697336,0.715951,68.1818,8,1500
tracker,girl,0.762637,0.64326,83.3333,2,1500
tracker,girl,0.752243,0.639404,83.3333,3,1500
tracker,girl,0.593472,0.637458,62.5,11,1500
tracker,girl,0.682657,0.542974,88.2353,10,1500
tracker,girl,0.779686,0.661727,88.2353,1,1500
tracker,girl,0.710288,0.579713,88.2353,12,1500
tracker,girl,0.778803,0.656753,83.3333,0,1500
pmmh,glove,0.51644,0.547909,13.3333,21,120
pmmh,glove,0.504393,0.514916,13.3333,16,120
pmmh,glove,0.478364,0.479482,12,19,120
pmmh,glove,0.55421,0.57067,13.3333,19,120
pmmh,glove,0.516586,0.545732,13.3333,19,120
pmmh,glove,0.524838,0.546047,15,21,120
pmmh,glove,0.524093,0.554852,15,20,120
pmmh,glove,0.559327,0.553457,15,23,120
pmmh,glove,0.559483,0.548205,13.3333,17,120
pmmh,glove,0.469294,0.502317,13.3333,16,120
pmmh,glove,0.531392,0.536848,15,20,120
pmmh,glove,0.54095,0.541141,13.3333,20,120
pmmh,glove,0.518974,0.516842,15,21,120
pmmh,glove,0.478502,0.527569,12,15,120
pmmh,glove,0.538014,0.569957,12,17,120
tracker,glove,0.525959,0.558413,120,19,120
tracker,glove,0.512609,0.492415,120,21,120
tracker,glove,0.590613,0.534485,120,19,120
tracker,glove,0.523727,0.549204,120,15,120
tracker,glove,0.539264,0.521816,inf,19,120
tracker,glove,0.539695,0.548104,inf,24,120
tracker,glove,0.524652,0.517219,inf,22,120
tracker,glove,0.541867,0.533172,inf,23,120
tracker,glove,0.557758,0.534091,inf,23,120
tracker,glove,0.51503,0.506632,inf,21,120
tracker,glove,0.503347,0.495989,120,24,120
tracker,glove,0.5328,0.530417,120,23,120
tracker,glove,0.516214,0.535768,120,21,120
tracker,glove,0.539746,0.531409,120,23,120
tracker,glove,0.512611,0.502644,120,23,120
pmmh,godfather,0.567158,0.625713,17.4286,11,366
pmmh,godfather,0.516753,0.57304,18.3,17,366
pmmh,godfather,0.534831,0.597212,19.2632,24,366
pmmh,godfather,0.512863,0.580821,18.3,8,366
pmmh,godfather,0.547076,0.597164,19.2632,13,366
pmmh,godfather,0.601874,0.6211,19.2632,17,366
pmmh,godfather,0.477423,0.50077,19.2632,18,366
pmmh,godfather,0.621789,0.685603,17.4286,7,366
pmmh,godfather,0.546287,0.553205,19.2632,18,366
pmmh,godfather,0.565847,0.559654,19.2632,17,366
pmmh,godfather,0.48064,0.545663,19.2632,19,366
pmmh,godfather,0.546664,0.570814,20.3333,21,366
pmmh,godfather,0.541049,0.613658,18.3,7,366
pmmh,godfather,0.575977,0.591137,20.3333,9,366
pmmh,godfather,0.555629,0.577529,19.2632,20,366
tracker,godfather,0.650681,0.669516,366,20,366
tracker,godfather,0.621334,0.564002,366,11,366
tracker,godfather,0.487001,0.545996,366,22,366
tracker,godfather,0.566816,0.556548,366,62,366
tracker,godfather,0.535653,0.594781,366,6,366
tracker,godfather,0.600989,0.598466,366,15,366
tracker,godfather,0.662485,0.584442,366,10,366
tracker,godfather,0.608376,0.672514,366,18,366
tracker,godfather,0.571369,0.559551,366,13,366
tracker,godfather,0.600206,0.609655,183,11,366
tracker,godfather,0.610709,0.607219,183,19,366
tracker,godfather,0.550052,0.530846,366,10,366
tracker,godfather,0.566456,0.611019,366,24,366
tracker,godfather,0.482708,0.546704,366,13,366
tracker,godfather,0.540447,0.607213,366,23,366
pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,pmmh,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,tracker,graduate,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,pmmh,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,tracker,gymnastics1,pmmh,gymnastics2,pmmh,gymnastics2,pmmh,gymnastics2,0.538974,0.529896,3,13,240
pmmh,gymnastics2,pmmh,gymnastics2,pmmh,gymnastics2,pmmh,gymnastics2,pmmh,gymnastics2,0.63657,0.56065,3.28767,9,240
pmmh,gymnastics2,0.598658,0.507267,3.63636,15,240
pmmh,gymnastics2,0.585798,0.576734,2.75862,10,240
pmmh,gymnastics2,0.625246,0.539096,3.58209,17,240
pmmh,gymnastics2,0.53369,0.52905,2.96296,18,240
pmmh,gymnastics2,0.61118,0.569574,3.69231,15,240
pmmh,gymnastics2,0.562028,0.57023,3,17,240
pmmh,gymnastics2,0.562869,0.5666,2.7907,14,240
tracker,gymnastics2,0.470343,0.471088,40,56,240
tracker,gymnastics2,0.638192,0.552605,48,14,240
tracker,gymnastics2,tracker,gymnastics2,0.580689,0.485851,48,12,240
tracker,gymnastics2,0.660684,0.586742,60,15,240
tracker,gymnastics2,tracker,gymnastics2,0.541929,0.52006,40,13,240
tracker,gymnastics2,0.546014,0.524513,60,18,240
tracker,gymnastics2,tracker,gymnastics2,tracker,gymnastics2,0.529967,0.506,48,11,240
tracker,gymnastics2,0.591065,0.534943,48,13,240
tracker,gymnastics2,0.593823,0.507867,40,9,240
tracker,gymnastics2,tracker,gymnastics2,0.571275,0.502504,48,14,240
pmmh,gymnastics3,pmmh,gymnastics3,0.550696,0.559945,1.53247,8,118
pmmh,gymnastics3,0.416711,0.493966,1.61644,11,118
pmmh,gymnastics3,0.53261,0.487494,1.63889,9,118
pmmh,gymnastics3,0.436598,0.395794,1.78788,9,118
pmmh,gymnastics3,0.523686,0.551258,1.45679,9,118
pmmh,gymnastics3,0.504924,0.567185,1.35632,7,118
pmmh,gymnastics3,pmmh,gymnastics3,0.51313,0.458415,1.87302,9,118
pmmh,gymnastics3,0.505695,0.545757,1.40476,8,118
pmmh,gymnastics3,0.474537,0.584471,1.26882,11,118
pmmh,gymnastics3,0.483582,0.527358,1.42169,10,118
pmmh,gymnastics3,pmmh,gymnastics3,0.464415,0.425916,1.57333,8,118
pmmh,gymnastics3,0.398013,0.488037,1.04425,6,118
tracker,gymnastics3,0.47733,0.55196,16.8571,9,118
tracker,gymnastics3,0.466683,0.47888,23.6,10,118
tracker,gymnastics3,0.543622,0.583397,19.6667,12,118
tracker,gymnastics3,0.410537,0.572863,13.1111,7,118
tracker,gymnastics3,0.511492,0.494391,19.6667,10,118
tracker,gymnastics3,0.396191,0.48043,14.75,5,118
tracker,gymnastics3,tracker,gymnastics3,0.517062,0.548807,19.6667,9,118
tracker,gymnastics3,0.570641,0.446052,23.6,5,118
tracker,gymnastics3,0.479005,0.502391,23.6,7,118
tracker,gymnastics3,0.459498,0.420438,23.6,7,118
tracker,gymnastics3,tracker,gymnastics3,0.351781,0.561387,19.6667,8,118
tracker,gymnastics3,0.502598,0.547853,19.6667,7,118
tracker,gymnastics3,0.438814,0.540265,16.8571,8,118
pmmh,gymnastics4,0.506701,0.531911,4.00862,16,465
pmmh,gymnastics4,0.72447,0.52664,5.67073,5,465
pmmh,gymnastics4,0.56205,0.587147,3.84298,17,465
pmmh,gymnastics4,0.614636,0.54935,4.7449,16,465
pmmh,gymnastics4,0.535746,0.552792,4.30556,23,465
pmmh,gymnastics4,0.591374,0.532985,4.7449,17,465
pmmh,gymnastics4,0.566644,0.517838,4.84375,9,465
pmmh,gymnastics4,0.458408,0.532397,3.63281,15,465
pmmh,gymnastics4,0.568703,0.566601,4.38679,26,465
pmmh,gymnastics4,0.505769,0.474687,4.34579,14,465
pmmh,gymnastics4,0.553305,0.508097,4.84375,18,465
pmmh,gymnastics4,0.609444,0.533657,4.94681,18,465
pmmh,gymnastics4,0.570667,0.60878,3.90756,15,465
pmmh,gymnastics4,0.563219,0.501236,4.89474,18,465
pmmh,gymnastics4,0.527777,0.576785,3.84298,7,465
tracker,gymnastics4,0.695509,0.567286,77.5,12,465
tracker,gymnastics4,0.615781,0.600251,51.6667,9,465
tracker,gymnastics4,0.543341,0.584052,51.6667,18,465
tracker,gymnastics4,0.566062,0.569363,58.125,14,465
tracker,gymnastics4,0.572356,0.603672,51.6667,21,465
tracker,gymnastics4,0.634039,0.607552,66.4286,11,465
tracker,gymnastics4,0.638702,0.563506,66.4286,15,465
tracker,gymnastics4,0.512985,0.450564,66.4286,2,465
tracker,gymnastics4,0.695293,0.521731,77.5,6,465
tracker,gymnastics4,0.64908,0.613884,66.4286,12,465
tracker,gymnastics4,0.501612,0.566897,51.6667,18,465
tracker,gymnastics4,0.592153,0.556871,58.125,6,465
tracker,gymnastics4,0.512435,0.524999,51.6667,10,465
tracker,gymnastics4,0.57895,0.59351,58.125,11,465
tracker,gymnastics4,0.567594,0.626658,51.6667,13,465
pmmh,hand,0.563607,0.563841,17.8,27,267
pmmh,hand,0.568492,0.569113,17.8,28,267
pmmh,hand,0.535491,0.529567,16.6875,26,267
pmmh,hand,0.5716,0.559419,17.8,29,267
pmmh,hand,0.59533,0.55279,17.8,23,267
pmmh,hand,0.590897,0.560483,17.8,23,267
pmmh,hand,0.587072,0.532929,17.8,24,267
pmmh,hand,0.608754,0.610905,16.6875,21,267
pmmh,hand,0.559784,0.594649,16.6875,25,267
pmmh,hand,0.561485,0.563492,17.8,26,267
pmmh,hand,0.562888,0.561559,17.8,28,267
pmmh,hand,0.55845,0.58285,15.7059,25,267
pmmh,hand,0.592832,0.569243,17.8,26,267
pmmh,hand,0.591876,0.59156,17.8,26,267
pmmh,hand,0.584163,0.601402,16.6875,25,267
tracker,hand,0.570277,0.572354,267,36,267
tracker,hand,0.570221,0.554651,267,36,267
tracker,hand,0.571314,0.565984,267,37,267
tracker,hand,0.532169,0.524633,133.5,24,267
tracker,hand,0.59239,0.572892,267,40,267
tracker,hand,0.584461,0.564287,267,40,267
tracker,hand,0.549291,0.595223,267,23,267
tracker,hand,0.556146,0.56873,267,28,267
tracker,hand,0.601591,0.582633,267,40,267
tracker,hand,0.564482,0.583074,267,26,267
tracker,hand,0.58389,0.592222,267,27,267
tracker,hand,0.540303,0.547245,267,27,267
tracker,hand,0.552301,0.55117,267,38,267
tracker,hand,0.566371,0.536349,267,41,267
tracker,hand,0.543067,0.53367,267,33,267
pmmh,handball1,0.503603,0.543543,34.2727,53,377
pmmh,handball1,0.495869,0.523871,34.2727,51,377
pmmh,handball1,0.536653,0.549444,34.2727,47,377
pmmh,handball1,0.571587,0.600039,31.4167,53,377
pmmh,handball1,0.525841,0.572183,34.2727,53,377
pmmh,handball1,0.486149,0.522512,34.2727,56,377
pmmh,handball1,0.498308,0.559222,34.2727,35,377
pmmh,handball1,0.505046,0.537636,41.8889,64,377
pmmh,handball1,0.550307,0.580543,34.2727,42,377
pmmh,handball1,0.543394,0.558789,34.2727,55,377
pmmh,handball1,0.5299,0.572836,34.2727,55,377
pmmh,handball1,0.556329,0.566666,34.2727,51,377
pmmh,handball1,0.549876,0.59029,34.2727,56,377
pmmh,handball1,0.50253,0.539747,34.2727,50,377
pmmh,handball1,0.523861,0.54363,34.2727,51,377
tracker,handball1,0.508364,0.49996,inf,123,377
tracker,handball1,0.564206,0.595783,inf,59,377
tracker,handball1,0.563891,0.577006,377,52,377
tracker,handball1,0.563131,0.606808,377,65,377
tracker,handball1,0.506229,0.50084,377,120,377
tracker,handball1,0.49926,0.499275,377,188,377
tracker,handball1,0.518595,0.563196,377,54,377
tracker,handball1,0.623526,0.640322,377,51,377
tracker,handball1,0.538948,0.579053,inf,52,377
tracker,handball1,0.585701,0.631322,inf,45,377
tracker,handball1,0.531065,0.532836,inf,111,377
tracker,handball1,0.596547,0.569785,inf,117,377
tracker,handball1,0.582425,0.627565,377,55,377
tracker,handball1,0.50402,0.509085,377,122,377
tracker,handball1,0.480402,0.487443,377,120,377
pmmh,handball2,0.524631,0.567143,22.3333,70,402
pmmh,handball2,0.525132,0.551896,21.1579,67,402
pmmh,handball2,0.516623,0.562254,21.1579,67,402
pmmh,handball2,0.514331,0.543347,19.1429,57,402
pmmh,handball2,0.505751,0.532787,20.1,61,402
pmmh,handball2,0.495637,0.523584,21.1579,64,402
pmmh,handball2,0.513632,0.536943,19.1429,43,402
pmmh,handball2,0.497923,0.560793,18.2727,51,402
pmmh,handball2,0.524416,0.543869,20.1,62,402
pmmh,handball2,0.496337,0.528292,21.1579,64,402
pmmh,handball2,0.495359,0.535323,21.1579,66,402
pmmh,handball2,0.512666,0.54586,20.1,67,402
pmmh,handball2,0.505283,0.518997,19.1429,53,402
pmmh,handball2,0.525605,0.561899,20.1,60,402
pmmh,handball2,0.519434,0.562683,19.1429,59,402
tracker,handball2,0.508184,0.539363,402,79,402
tracker,handball2,0.496342,0.536198,402,85,402
tracker,handball2,0.528641,0.560287,402,81,402
tracker,handball2,0.511696,0.53837,402,65,402
tracker,handball2,0.542508,0.573933,402,70,402
tracker,handball2,0.509501,0.509614,402,152,402
tracker,handball2,0.500805,0.502922,402,147,402
tracker,handball2,0.508791,0.509685,402,150,402
tracker,handball2,0.508947,0.509506,402,156,402
tracker,handball2,0.546343,0.575175,402,86,402
tracker,handball2,0.506426,0.512231,inf,140,402
tracker,handball2,0.540776,0.56687,402,71,402
tracker,handball2,0.528785,0.561584,402,76,402
tracker,handball2,0.533286,0.562256,402,77,402
tracker,handball2,0.504707,0.506588,402,150,402
pmmh,helicopter,pmmh,helicopter,0.624165,0.626842,3.37143,38,708
pmmh,helicopter,0.610424,0.648014,3.14667,37,708
pmmh,helicopter,0.638062,0.671756,3.20362,34,708
pmmh,helicopter,pmmh,helicopter,pmmh,helicopter,pmmh,helicopter,0.615228,0.659892,3.30841,38,708
pmmh,helicopter,0.664915,0.716619,3.0917,28,708
pmmh,helicopter,0.556529,0.649042,3.10526,30,708
pmmh,helicopter,pmmh,helicopter,pmmh,helicopter,0.605374,0.695747,2.84337,25,708
pmmh,helicopter,0.644178,0.699094,3.05172,30,708
pmmh,helicopter,0.541787,0.603723,2.82072,29,708
tracker,helicopter,0.59493,0.663458,44.25,38,708
tracker,helicopter,0.61158,0.657624,44.25,35,708
tracker,helicopter,0.703724,0.745632,41.6471,33,708
tracker,helicopter,tracker,helicopter,0.604276,0.633956,44.25,32,708
tracker,helicopter,tracker,helicopter,0.65936,0.697491,44.25,31,708
tracker,helicopter,0.639868,0.663282,44.25,23,708
tracker,helicopter,0.637088,0.64719,44.25,44,708
tracker,helicopter,0.624329,0.66545,41.6471,24,708
tracker,helicopter,0.605334,0.689616,39.3333,19,708
tracker,helicopter,0.548914,0.613284,41.6471,23,708
tracker,helicopter,0.651701,0.727528,41.6471,34,708
tracker,helicopter,0.611071,0.662816,39.3333,34,708
tracker,helicopter,0.587923,0.664986,39.3333,23,708
pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,pmmh,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,tracker,iceskater1,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,pmmh,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,tracker,iceskater2,pmmh,leaves,0.523984,0.544351,15.75,12,63
pmmh,leaves,0.50059,0.462157,15.75,13,63
pmmh,leaves,0.443422,0.479603,12.6,12,63
pmmh,leaves,0.489336,0.479679,15.75,14,63
pmmh,leaves,0.505133,0.470592,15.75,14,63
pmmh,leaves,0.47034,0.507438,15.75,13,63
pmmh,leaves,0.477123,0.590897,12.6,12,63
pmmh,leaves,0.460683,0.517766,15.75,13,63
pmmh,leaves,0.433533,0.512011,15.75,12,63
pmmh,leaves,0.476772,0.561109,15.75,12,63
pmmh,leaves,0.480691,0.524042,12.6,13,63
pmmh,leaves,0.557731,0.544176,12.6,7,63
pmmh,leaves,0.533683,0.523246,15.75,14,63
pmmh,leaves,0.48134,0.533794,15.75,13,63
pmmh,leaves,0.493604,0.504333,21,14,63
tracker,leaves,0.403815,0.434989,inf,11,63
tracker,leaves,0.461717,0.48137,63,16,63
tracker,leaves,0.472529,0.486291,inf,13,63
tracker,leaves,0.45186,0.485527,inf,16,63
tracker,leaves,0.461999,0.482666,inf,15,63
tracker,leaves,0.461013,0.497614,63,15,63
tracker,leaves,0.478069,0.495143,inf,13,63
tracker,leaves,0.490312,0.500053,inf,16,63
tracker,leaves,0.449921,0.483147,63,15,63
tracker,leaves,0.444288,0.481174,inf,15,63
tracker,leaves,0.488118,0.512684,inf,12,63
tracker,leaves,0.457797,0.524011,63,13,63
tracker,leaves,0.465844,0.501002,inf,15,63
tracker,leaves,0.458267,0.498515,inf,14,63
tracker,leaves,0.428477,0.470069,63,13,63
pmmh,marching,0.561279,0.573137,4.36957,11,201
pmmh,marching,0.563424,0.597544,4.1875,10,201
pmmh,marching,0.575392,0.605881,4.10204,11,201
pmmh,marching,0.574829,0.626875,4.02,17,201
pmmh,marching,0.524925,0.554105,4.02,10,201
pmmh,marching,0.541193,0.550039,4.1875,15,201
pmmh,marching,0.512492,0.498668,4.1875,11,201
pmmh,marching,0.534045,0.528497,4.36957,16,201
pmmh,marching,0.552415,0.579643,4.10204,16,201
pmmh,marching,0.550857,0.575261,4.02,11,201
pmmh,marching,0.531296,0.539604,4.2766,15,201
pmmh,marching,0.565503,0.603065,4.02,13,201
pmmh,marching,0.462658,0.470845,4.1875,13,201
pmmh,marching,0.601003,0.650706,4.02,11,201
pmmh,marching,0.558918,0.57835,4.10204,17,201
tracker,marching,0.577315,0.536252,67,15,201
tracker,marching,0.563541,0.564827,50.25,16,201
tracker,marching,0.600098,0.585051,67,15,201
tracker,marching,0.553192,0.539887,50.25,17,201
tracker,marching,0.542946,0.53567,67,17,201
tracker,marching,0.543191,0.549385,50.25,18,201
tracker,marching,0.574625,0.635733,50.25,14,201
tracker,marching,0.564519,0.576572,67,19,201
tracker,marching,0.542156,0.540305,50.25,13,201
tracker,marching,0.520453,0.513126,50.25,17,201
tracker,marching,0.567026,0.610697,50.25,12,201
tracker,marching,0.531767,0.551599,67,19,201
tracker,marching,0.550862,0.55334,50.25,19,201
tracker,marching,0.540587,0.544483,67,14,201
tracker,marching,0.531695,0.570622,67,11,201
pmmh,matrix,0.524898,0.50109,14.2857,14,100
pmmh,matrix,0.554705,0.502491,14.2857,10,100
pmmh,matrix,0.57748,0.53854,14.2857,12,100
pmmh,matrix,0.490844,0.489596,14.2857,13,100
pmmh,matrix,0.57931,0.551944,12.5,14,100
pmmh,matrix,0.467336,0.446747,14.2857,14,100
pmmh,matrix,0.537189,0.500944,14.2857,10,100
pmmh,matrix,0.527411,0.526594,14.2857,13,100
pmmh,matrix,0.526603,0.483037,14.2857,12,100
pmmh,matrix,0.548103,0.529257,14.2857,11,100
pmmh,matrix,0.537526,0.481964,14.2857,8,100
pmmh,matrix,0.509508,0.506267,14.2857,11,100
pmmh,matrix,0.587929,0.560936,14.2857,15,100
pmmh,matrix,0.551261,0.538759,14.2857,14,100
pmmh,matrix,0.511738,0.486616,12.5,10,100
tracker,matrix,0.506299,0.477749,inf,17,100
tracker,matrix,0.513444,0.499096,100,14,100
tracker,matrix,0.471762,0.431423,100,9,100
tracker,matrix,0.568049,0.547608,inf,12,100
tracker,matrix,0.54561,0.540722,100,17,100
tracker,matrix,0.582228,0.539592,100,16,100
tracker,matrix,0.526515,0.477911,inf,17,100
