method,sequence,accuracy,recall,fps,reinit,frames
tracker,matrix,0.570825,0.518858,inf,13,100
tracker,matrix,0.550055,0.538159,100,14,100
tracker,matrix,0.512039,0.495494,100,11,100
tracker,matrix,0.521438,0.508135,inf,16,100
tracker,matrix,0.530291,0.475173,inf,14,100
tracker,matrix,0.551807,0.555388,100,15,100
tracker,matrix,0.577997,0.543996,100,15,100
tracker,matrix,0.564654,0.55211,inf,17,100
pmmh,motocross1,0.608942,0.614655,5.29032,28,164
pmmh,motocross1,0.517698,0.531662,5.46667,22,164
pmmh,motocross1,0.478666,0.519968,4,12,164
pmmh,motocross1,0.604789,0.592689,5.46667,30,164
pmmh,motocross1,0.501796,0.560211,4.1,20,164
pmmh,motocross1,0.559709,0.601939,4.31579,23,164
pmmh,motocross1,0.509937,0.542548,4.68571,11,164
pmmh,motocross1,pmmh,motocross1,0.583981,0.577038,4.9697,23,164
pmmh,motocross1,0.552106,0.583554,5.125,28,164
pmmh,motocross1,0.569387,0.608668,4.1,20,164
pmmh,motocross1,0.498364,0.601309,3.21569,20,164
pmmh,motocross1,0.528261,0.595883,3.72727,16,164
pmmh,motocross1,0.58414,0.590581,4.68571,18,164
pmmh,motocross1,0.577102,0.564873,5.65517,29,164
tracker,motocross1,0.575873,0.608067,54.6667,23,164
tracker,motocross1,0.518546,0.637762,54.6667,12,164
tracker,motocross1,tracker,motocross1,0.548208,0.540487,54.6667,18,164
tracker,motocross1,tracker,motocross1,tracker,motocross1,tracker,motocross1,0.55104,0.571558,82,28,164
tracker,motocross1,tracker,motocross1,tracker,motocross1,0.618858,0.608777,54.6667,27,164
tracker,motocross1,0.527408,0.539221,54.6667,20,164
tracker,motocross1,tracker,motocross1,0.56331,0.567284,82,29,164
tracker,motocross1,pmmh,motocross2,0.664,0.631508,1.45238,1,61
pmmh,motocross2,0.700657,0.628084,1.27083,3,61
pmmh,motocross2,0.472021,0.433466,1.4878,1,61
pmmh,motocross2,0.740748,0.668473,1.38636,1,61
pmmh,motocross2,0.46004,0.429701,1.45238,0,61
pmmh,motocross2,0.576191,0.528461,1.32609,1,61
pmmh,motocross2,0.609343,0.587197,1.45238,0,61
pmmh,motocross2,0.584195,0.529764,1.45238,1,61
pmmh,motocross2,0.557253,0.565107,1.35556,1,61
pmmh,motocross2,0.63947,0.576495,1.12963,6,61
pmmh,motocross2,0.607588,0.514463,1.10909,2,61
pmmh,motocross2,0.503307,0.459206,1.4186,1,61
pmmh,motocross2,0.611952,0.603029,1.38636,3,61
pmmh,motocross2,0.560885,0.541406,1.45238,0,61
pmmh,motocross2,0.475662,0.450299,1.525,2,61
tracker,motocross2,tracker,motocross2,0.581974,0.568743,20.3333,2,61
tracker,motocross2,0.6171,0.513912,12.2,2,61
tracker,motocross2,tracker,motocross2,0.463832,0.443015,20.3333,1,61
tracker,motocross2,tracker,motocross2,0.589182,0.586766,20.3333,2,61
tracker,motocross2,0.577364,0.55272,20.3333,0,61
tracker,motocross2,tracker,motocross2,tracker,motocross2,0.613837,0.648698,20.3333,1,61
tracker,motocross2,0.46149,0.428297,20.3333,1,61
tracker,motocross2,0.491717,0.486541,12.2,7,61
tracker,motocross2,0.494071,0.449878,20.3333,1,61
tracker,motocross2,0.54785,0.628911,15.25,1,61
pmmh,nature,0.625906,0.56776,3.26471,40,999
pmmh,nature,0.58843,0.565309,3.21222,33,999
pmmh,nature,0.481899,0.441834,3.55516,27,999
pmmh,nature,0.554211,0.589309,2.99102,39,999
pmmh,nature,0.574864,0.61088,3.02727,56,999
pmmh,nature,0.613103,0.614822,3.13166,48,999
pmmh,nature,0.59622,0.602319,3.14151,48,999
pmmh,nature,0.619453,0.636148,3.00904,53,999
pmmh,nature,0.61222,0.600945,3.17143,56,999
pmmh,nature,0.59125,0.599736,3.08333,42,999
pmmh,nature,0.55779,0.5082,3.43299,24,999
pmmh,nature,0.553931,0.59546,2.85429,34,999
pmmh,nature,0.51706,0.460107,3.63273,29,999
pmmh,nature,0.593316,0.594583,3.07385,45,999
pmmh,nature,0.523507,0.503324,3.22258,38,999
tracker,nature,0.662534,0.639537,45.4091,55,999
tracker,nature,0.567119,0.619125,37,42,999
tracker,nature,0.641369,0.62806,43.4348,74,999
tracker,nature,0.695964,0.701064,47.5714,120,999
tracker,nature,0.57099,0.601797,39.96,59,999
tracker,nature,0.662711,0.647255,47.5714,96,999
tracker,nature,0.6529,0.62612,49.95,107,999
tracker,nature,0.567983,0.58196,41.625,72,999
tracker,nature,0.69163,0.606627,49.95,47,999
tracker,nature,0.662518,0.649505,47.5714,90,999
tracker,nature,0.690012,0.676158,47.5714,75,999
tracker,nature,0.626664,0.574653,49.95,50,999
tracker,nature,0.649975,0.633868,49.95,96,999
tracker,nature,0.646761,0.612126,47.5714,49,999
tracker,nature,0.648414,0.625757,47.5714,91,999
pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,pmmh,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,tracker,octopus,pmmh,pedestrian1,0.54612,0.571087,23.3333,17,140
pmmh,pedestrian1,0.543164,0.558578,20,19,140
pmmh,pedestrian1,0.558042,0.580863,23.3333,17,140
pmmh,pedestrian1,0.54741,0.573294,20,17,140
pmmh,pedestrian1,0.527322,0.553823,23.3333,14,140
pmmh,pedestrian1,0.572602,0.594073,20,15,140
pmmh,pedestrian1,0.586702,0.604431,23.3333,14,140
pmmh,pedestrian1,0.568289,0.590611,20,17,140
pmmh,pedestrian1,0.553651,0.576165,23.3333,15,140
pmmh,pedestrian1,0.571213,0.598419,20,20,140
pmmh,pedestrian1,0.562809,0.587491,23.3333,15,140
pmmh,pedestrian1,0.541776,0.573061,20,17,140
pmmh,pedestrian1,0.560522,0.557339,23.3333,17,140
pmmh,pedestrian1,0.57715,0.583507,23.3333,16,140
pmmh,pedestrian1,0.516973,0.52999,23.3333,21,140
tracker,pedestrian1,0.582386,0.577993,inf,17,140
tracker,pedestrian1,0.584717,0.572755,140,17,140
tracker,pedestrian1,0.542108,0.557507,inf,15,140
tracker,pedestrian1,0.583221,0.572791,140,16,140
tracker,pedestrian1,0.561753,0.586706,inf,16,140
tracker,pedestrian1,0.587783,0.578467,140,16,140
tracker,pedestrian1,0.597723,0.584639,inf,17,140
tracker,pedestrian1,0.570128,0.595297,inf,15,140
tracker,pedestrian1,0.551457,0.572826,140,17,140
tracker,pedestrian1,0.543604,0.576187,inf,18,140
tracker,pedestrian1,0.589645,0.579341,140,15,140
tracker,pedestrian1,0.559772,0.590384,inf,17,140
tracker,pedestrian1,0.596676,0.584859,inf,16,140
tracker,pedestrian1,0.579074,0.56875,140,17,140
tracker,pedestrian1,0.592598,0.583819,inf,16,140
pmmh,pedestrian2,0.616774,0.608516,11.3175,47,713
pmmh,pedestrian2,0.623029,0.657079,12.2931,59,713
pmmh,pedestrian2,0.68725,0.611237,13.7115,42,713
pmmh,pedestrian2,0.663379,0.630108,11.5,31,713
pmmh,pedestrian2,0.652214,0.514627,14.8542,41,713
pmmh,pedestrian2,0.618585,0.6167,12.9636,78,713
pmmh,pedestrian2,0.620298,0.589706,10.803,47,713
pmmh,pedestrian2,0.605312,0.609598,12.7321,62,713
pmmh,pedestrian2,0.609764,0.6226,12.2931,77,713
pmmh,pedestrian2,0.585895,0.611581,12.2931,54,713
pmmh,pedestrian2,0.608035,0.627566,12.0847,68,713
pmmh,pedestrian2,0.608402,0.579612,13.2037,36,713
pmmh,pedestrian2,0.594557,0.631414,11.6885,62,713
pmmh,pedestrian2,0.621277,0.54644,12.9636,38,713
pmmh,pedestrian2,0.566778,0.559053,12.0847,48,713
tracker,pedestrian2,0.765508,0.641312,178.25,25,713
tracker,pedestrian2,0.756892,0.733316,178.25,36,713
tracker,pedestrian2,0.659391,0.666148,142.6,24,713
tracker,pedestrian2,0.756753,0.632172,178.25,24,713
tracker,pedestrian2,0.775608,0.579123,237.667,17,713
tracker,pedestrian2,0.748943,0.660732,237.667,26,713
tracker,pedestrian2,0.669389,0.667932,178.25,28,713
tracker,pedestrian2,0.689703,0.687714,142.6,23,713
tracker,pedestrian2,0.781352,0.701267,178.25,31,713
tracker,pedestrian2,0.770501,0.685829,142.6,32,713
tracker,pedestrian2,0.757961,0.681217,178.25,32,713
tracker,pedestrian2,0.661305,0.66518,178.25,33,713
tracker,pedestrian2,0.721432,0.717179,178.25,28,713
tracker,pedestrian2,0.769993,0.654475,178.25,29,713
tracker,pedestrian2,0.771954,0.707795,178.25,23,713
pmmh,rabbit,0.5098,0.511177,31.6,56,158
pmmh,rabbit,0.526582,0.539646,26.3333,54,158
pmmh,rabbit,0.523535,0.528819,26.3333,50,158
pmmh,rabbit,0.617615,0.51961,26.3333,38,158
pmmh,rabbit,0.554795,0.525043,26.3333,53,158
pmmh,rabbit,0.566998,0.534421,22.5714,40,158
pmmh,rabbit,0.539037,0.529432,26.3333,48,158
pmmh,rabbit,0.541502,0.487501,22.5714,41,158
pmmh,rabbit,0.491794,0.495595,26.3333,48,158
pmmh,rabbit,0.538024,0.538838,22.5714,46,158
pmmh,rabbit,0.520978,0.516346,26.3333,44,158
pmmh,rabbit,0.549948,0.51871,26.3333,41,158
pmmh,rabbit,0.527133,0.527385,26.3333,47,158
pmmh,rabbit,0.514336,0.513707,26.3333,53,158
pmmh,rabbit,0.552135,0.535856,26.3333,45,158
tracker,rabbit,0.557122,0.557878,158,59,158
tracker,rabbit,0.559987,0.556615,inf,55,158
tracker,rabbit,0.523242,0.537676,inf,54,158
tracker,rabbit,0.556531,0.551147,inf,57,158
tracker,rabbit,0.532648,0.517861,158,56,158
tracker,rabbit,0.529541,0.529505,158,53,158
tracker,rabbit,0.551407,0.553858,inf,56,158
tracker,rabbit,0.514436,0.525972,inf,53,158
tracker,rabbit,0.521485,0.522766,158,58,158
tracker,rabbit,0.570098,0.568287,158,61,158
tracker,rabbit,0.549726,0.55543,inf,57,158
tracker,rabbit,0.544356,0.536722,inf,55,158
tracker,rabbit,0.548974,0.547619,158,61,158
tracker,rabbit,0.538446,0.527673,158,57,158
tracker,rabbit,0.566593,0.550327,inf,54,158
pmmh,racing,0.577423,0.609256,5.03226,7,156
pmmh,racing,0.525203,0.532424,5.2,14,156
pmmh,racing,0.635335,0.688929,4.72727,9,156
pmmh,racing,0.583769,0.645928,4.72727,9,156
pmmh,racing,0.560151,0.617973,4.33333,7,156
pmmh,racing,0.548801,0.506102,5.57143,5,156
pmmh,racing,0.555659,0.623248,4.58824,13,156
pmmh,racing,0.535553,0.552131,4.875,14,156
pmmh,racing,0.436713,0.488151,4.45714,5,156
pmmh,racing,0.641808,0.56333,5.2,11,156
pmmh,racing,0.498373,0.483266,5.03226,7,156
pmmh,racing,0.639204,0.627973,5.03226,9,156
pmmh,racing,0.685393,0.571025,5.2,14,156
pmmh,racing,0.535528,0.589778,4.33333,9,156
pmmh,racing,0.550633,0.567868,5.2,15,156
tracker,racing,0.576155,0.587274,78,11,156
tracker,racing,0.564342,0.515571,78,6,156
tracker,racing,0.678978,0.648093,78,14,156
tracker,racing,0.579955,0.5671,78,10,156
tracker,racing,0.549598,0.517765,52,8,156
tracker,racing,0.583545,0.573242,78,8,156
tracker,racing,0.514011,0.53138,78,13,156
tracker,racing,0.607834,0.604947,78,10,156
tracker,racing,0.619711,0.623998,78,14,156
tracker,racing,0.523013,0.484649,78,8,156
tracker,racing,0.689028,0.578744,78,9,156
tracker,racing,0.611675,0.590051,52,11,156
tracker,racing,0.51611,0.51648,78,5,156
tracker,racing,0.598139,0.608492,78,7,156
tracker,racing,0.608989,0.693862,52,10,156
pmmh,road,0.55554,0.58215,13.2857,66,558
pmmh,road,0.561975,0.62012,13.6098,60,558
pmmh,road,0.530892,0.561879,13.2857,55,558
pmmh,road,0.550496,0.583595,13.6098,55,558
pmmh,road,0.519106,0.555425,13.2857,58,558
pmmh,road,0.55551,0.589509,14.6842,70,558
pmmh,road,0.594718,0.621781,13.6098,49,558
pmmh,road,0.515298,0.56248,13.2857,49,558
pmmh,road,0.570927,0.613037,14.3077,61,558
pmmh,road,0.581813,0.607962,14.6842,65,558
pmmh,road,0.577798,0.626962,14.3077,70,558
pmmh,road,0.529598,0.578021,13.2857,52,558
pmmh,road,0.531463,0.591049,10.7308,44,558
pmmh,road,0.533722,0.540918,13.95,43,558
pmmh,road,0.618168,0.646919,13.95,56,558
tracker,road,0.544364,0.561074,186,76,558
tracker,road,0.595068,0.607879,186,82,558
tracker,road,0.572476,0.604855,279,53,558
tracker,road,0.576156,0.583504,186,69,558
tracker,road,0.579088,0.615664,279,68,558
tracker,road,0.610849,0.621276,279,81,558
tracker,road,0.56938,0.604514,186,62,558
tracker,road,0.577152,0.617595,186,68,558
tracker,road,0.589944,0.605246,279,77,558
tracker,road,0.588739,0.603528,279,81,558
tracker,road,0.573903,0.607725,186,62,558
tracker,road,0.588257,0.590676,186,69,558
tracker,road,0.552316,0.59505,279,50,558
tracker,road,0.582888,0.591896,186,73,558
tracker,road,0.606403,0.610591,279,74,558
pmmh,shaking,0.59465,0.607649,9.35897,35,365
pmmh,shaking,0.581602,0.565995,10.4286,26,365
pmmh,shaking,0.542316,0.533124,10.1389,23,365
pmmh,shaking,0.577343,0.580975,10.4286,35,365
pmmh,shaking,0.594219,0.605193,10.1389,35,365
pmmh,shaking,0.566909,0.599458,9.60526,28,365
pmmh,shaking,0.570082,0.561592,10.4286,27,365
pmmh,shaking,0.563466,0.58062,9.86486,36,365
pmmh,shaking,0.56945,0.585487,9.60526,24,365
pmmh,shaking,0.59473,0.585426,10.1389,39,365
pmmh,shaking,0.557735,0.565835,10.4286,34,365
pmmh,shaking,0.573766,0.587048,10.4286,40,365
pmmh,shaking,0.534211,0.541948,9.60526,30,365
pmmh,shaking,0.557389,0.564884,10.4286,28,365
pmmh,shaking,0.529701,0.553959,9.86486,35,365
tracker,shaking,0.560183,0.553299,182.5,58,365
tracker,shaking,0.591157,0.582291,121.667,60,365
tracker,shaking,0.574735,0.562103,121.667,51,365
tracker,shaking,0.602473,0.573569,182.5,43,365
tracker,shaking,0.572373,0.57392,182.5,64,365
tracker,shaking,0.63081,0.618257,121.667,45,365
tracker,shaking,0.641973,0.665201,121.667,37,365
tracker,shaking,0.612279,0.625032,121.667,32,365
tracker,shaking,0.566996,0.609842,121.667,31,365
tracker,shaking,0.593718,0.58422,121.667,63,365
tracker,shaking,0.575605,0.580847,121.667,59,365
tracker,shaking,0.567577,0.585817,121.667,30,365
tracker,shaking,0.625913,0.630613,121.667,22,365
tracker,shaking,0.622163,0.582884,182.5,56,365
tracker,shaking,0.554505,0.578014,121.667,35,365
pmmh,sheep,0.559409,0.543828,15.6875,7,251
pmmh,sheep,0.578743,0.574033,17.9286,5,251
pmmh,sheep,0.600167,0.449829,22.8182,2,251
pmmh,sheep,0.491418,0.467498,19.3077,3,251
pmmh,sheep,0.602994,0.576055,16.7333,5,251
pmmh,sheep,0.648203,0.636552,16.7333,5,251
pmmh,sheep,0.60697,0.533349,19.3077,3,251
pmmh,sheep,0.498792,0.534529,16.7333,6,251
pmmh,sheep,0.575382,0.574494,17.9286,6,251
pmmh,sheep,0.572857,0.417265,22.8182,1,251
pmmh,sheep,0.540371,0.530427,16.7333,10,251
pmmh,sheep,0.58976,0.555802,17.9286,7,251
pmmh,sheep,0.611149,0.544983,17.9286,8,251
pmmh,sheep,0.521556,0.43811,20.9167,4,251
pmmh,sheep,0.637049,0.668824,16.7333,10,251
tracker,sheep,0.664902,0.482238,251,6,251
tracker,sheep,0.682514,0.471245,inf,3,251
tracker,sheep,0.647895,0.611776,251,21,251
tracker,sheep,0.649256,0.552303,251,6,251
tracker,sheep,0.702406,0.454809,251,8,251
tracker,sheep,0.67178,0.431587,251,9,251
tracker,sheep,0.525682,0.498741,251,10,251
tracker,sheep,0.623814,0.551514,251,11,251
tracker,sheep,0.633628,0.549825,251,12,251
tracker,sheep,0.712359,0.610278,inf,14,251
tracker,sheep,0.64899,0.53148,251,13,251
tracker,sheep,0.468096,0.46165,251,10,251
tracker,sheep,0.500022,0.507604,251,11,251
tracker,sheep,0.62477,0.576011,251,9,251
tracker,sheep,0.687032,0.648723,251,13,251
pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,pmmh,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,tracker,singer1,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,pmmh,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,tracker,singer2,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,pmmh,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,tracker,singer3,pmmh,soccer1,0.521896,0.576611,9.56098,35,392
pmmh,soccer1,0.595655,0.614276,10.0513,32,392
pmmh,soccer1,0.55223,0.588399,10.0513,27,392
pmmh,soccer1,0.534693,0.558431,9.8,25,392
pmmh,soccer1,0.539045,0.587518,9.8,27,392
pmmh,soccer1,0.533843,0.558805,8,23,392
pmmh,soccer1,0.522589,0.574162,9.33333,32,392
pmmh,soccer1,0.53498,0.571591,9.11628,30,392
pmmh,soccer1,0.542944,0.578792,9.56098,32,392
pmmh,soccer1,0.517911,0.545831,10.0513,39,392
pmmh,soccer1,0.551911,0.563826,10.0513,30,392
pmmh,soccer1,0.507909,0.553543,9.8,31,392
pmmh,soccer1,0.519494,0.557792,9.8,36,392
pmmh,soccer1,0.515166,0.537807,10.0513,32,392
pmmh,soccer1,0.511092,0.549428,9.56098,32,392
tracker,soccer1,0.511266,0.541235,130.667,33,392
tracker,soccer1,0.526561,0.566636,130.667,31,392
tracker,soccer1,0.510369,0.562547,130.667,29,392
tracker,soccer1,0.527443,0.58208,130.667,23,392
tracker,soccer1,0.559461,0.597199,130.667,44,392
tracker,soccer1,0.569555,0.562344,196,24,392
tracker,soccer1,0.520853,0.569456,130.667,34,392
tracker,soccer1,0.520703,0.554638,130.667,42,392
tracker,soccer1,0.566161,0.628426,130.667,33,392
tracker,soccer1,0.559103,0.57504,130.667,35,392
tracker,soccer1,0.563212,0.603757,130.667,25,392
tracker,soccer1,0.530424,0.570892,130.667,37,392
tracker,soccer1,0.547366,0.581719,130.667,38,392
tracker,soccer1,0.573182,0.616572,130.667,28,392
tracker,soccer1,0.568393,0.563326,196,24,392
pmmh,soccer2,0.51073,0.525309,21.5,28,129
pmmh,soccer2,0.464284,0.483732,18.4286,27,129
pmmh,soccer2,0.54628,0.573699,21.5,30,129
pmmh,soccer2,0.51892,0.533681,21.5,24,129
pmmh,soccer2,0.521896,0.535933,21.5,31,129
pmmh,soccer2,0.519784,0.540836,21.5,30,129
pmmh,soccer2,0.510089,0.520302,18.4286,32,129
pmmh,soccer2,0.526524,0.541224,18.4286,30,129
pmmh,soccer2,0.53782,0.548278,21.5,34,129
pmmh,soccer2,0.506302,0.51595,21.5,33,129
pmmh,soccer2,0.507795,0.524372,21.5,31,129
pmmh,soccer2,0.539612,0.545321,21.5,31,129
pmmh,soccer2,0.489001,0.501937,21.5,28,129
pmmh,soccer2,0.530256,0.551195,21.5,31,129
pmmh,soccer2,0.512947,0.529083,21.5,31,129
tracker,soccer2,0.526539,0.542731,inf,30,129
tracker,soccer2,0.523677,0.530069,inf,29,129
tracker,soccer2,0.516558,0.544374,inf,27,129
tracker,soccer2,0.508294,0.523142,inf,24,129
tracker,soccer2,0.493937,0.494273,inf,38,129
tracker,soccer2,0.523507,0.549717,inf,27,129
tracker,soccer2,0.521549,0.554868,inf,26,129
tracker,soccer2,0.535553,0.562995,inf,27,129
tracker,soccer2,0.515417,0.515752,129,41,129
tracker,soccer2,0.510555,0.529475,inf,31,129
tracker,soccer2,0.537502,0.546335,inf,38,129
tracker,soccer2,0.528114,0.53937,inf,38,129
tracker,soccer2,0.516161,0.526283,inf,38,129
tracker,soccer2,0.552036,0.577833,inf,28,129
tracker,soccer2,0.508297,0.508417,129,42,129
pmmh,soldier,0.605535,0.599798,4.75862,5,138
pmmh,soldier,0.642784,0.647697,5.30769,13,138
pmmh,soldier,0.545278,0.549541,5.11111,11,138
pmmh,soldier,0.710919,0.658702,5.52,7,138
pmmh,soldier,0.649484,0.677442,5.11111,13,138
pmmh,soldier,0.677453,0.696484,5.11111,11,138
pmmh,soldier,0.535008,0.565162,4.6,7,138
pmmh,soldier,0.616097,0.666095,4.3125,8,138
pmmh,soldier,0.600237,0.611674,4.92857,10,138
pmmh,soldier,0.606188,0.623092,5.11111,12,138
pmmh,soldier,0.615931,0.615421,5.52,11,138
pmmh,soldier,0.674626,0.638895,5.52,13,138
pmmh,soldier,0.664513,0.632262,5.30769,10,138
pmmh,soldier,0.637107,0.64595,5.30769,9,138
pmmh,soldier,0.68159,0.691009,5.11111,9,138
tracker,soldier,0.645034,0.650861,138,24,138
tracker,soldier,0.612236,0.624325,69,14,138
tracker,soldier,0.583138,0.595342,69,9,138
tracker,soldier,0.589009,0.601856,138,17,138
tracker,soldier,0.696151,0.707003,69,11,138
tracker,soldier,0.688425,0.666946,69,17,138
tracker,soldier,0.564019,0.561175,138,32,138
tracker,soldier,0.676078,0.686591,69,8,138
tracker,soldier,0.616967,0.641936,69,15,138
tracker,soldier,0.690252,0.669493,138,19,138
tracker,soldier,0.591075,0.591718,69,16,138
tracker,soldier,0.579548,0.578365,138,22,138
tracker,soldier,0.595463,0.599644,69,19,138
tracker,soldier,0.666749,0.610995,69,18,138
tracker,soldier,0.646004,0.659141,138,11,138
pmmh,sphere,0.57754,0.585604,5.74286,34,201
pmmh,sphere,0.617812,0.618795,6.28125,43,201
pmmh,sphere,0.566458,0.529958,5.91176,24,201
pmmh,sphere,0.569266,0.573358,5.91176,40,201
pmmh,sphere,0.588793,0.59076,5.91176,42,201
pmmh,sphere,0.547602,0.556511,5.43243,25,201
pmmh,sphere,0.629094,0.632735,5.91176,43,201
pmmh,sphere,0.590594,0.596597,5.58333,34,201
pmmh,sphere,0.550503,0.550297,5.74286,38,201
pmmh,sphere,0.658714,0.659358,5.91176,40,201
pmmh,sphere,0.602034,0.602909,6.28125,47,201
pmmh,sphere,0.541931,0.543819,5.43243,27,201
pmmh,sphere,0.600504,0.607958,5.91176,40,201
pmmh,sphere,0.529021,0.535286,5.74286,30,201
pmmh,sphere,0.626887,0.629253,6.28125,46,201
tracker,sphere,0.497098,0.501238,100.5,39,201
tracker,sphere,0.583266,0.584725,100.5,37,201
tracker,sphere,0.618548,0.624299,67,39,201
tracker,sphere,0.601964,0.594799,67,42,201
tracker,sphere,0.601944,0.599101,67,43,201
tracker,sphere,0.555613,0.556211,100.5,32,201
tracker,sphere,0.596469,0.590482,100.5,43,201
tracker,sphere,0.581381,0.578574,67,33,201
tracker,sphere,0.61127,0.609957,67,44,201
tracker,sphere,0.580552,0.586171,67,34,201
tracker,sphere,0.598634,0.59214,67,40,201
tracker,sphere,0.591488,0.585067,100.5,39,201
tracker,sphere,0.551468,0.545645,100.5,40,201
tracker,sphere,0.616568,0.619326,67,43,201
tracker,sphere,0.58262,0.574635,67,42,201
pmmh,tiger,0.49742,0.524111,8.69048,29,365
pmmh,tiger,0.495094,0.507758,8.90244,38,365
pmmh,tiger,0.465937,0.492575,8.48837,32,365
pmmh,tiger,0.503019,0.52978,8.48837,30,365
pmmh,tiger,0.538724,0.551505,8.48837,31,365
pmmh,tiger,0.489041,0.502562,8.48837,30,365
pmmh,tiger,0.506218,0.538938,8.11111,31,365
pmmh,tiger,0.488688,0.51263,8.48837,40,365
pmmh,tiger,0.479951,0.50516,8.48837,36,365
pmmh,tiger,0.468834,0.491398,8.11111,31,365
pmmh,tiger,0.500429,0.512122,8.69048,39,365
pmmh,tiger,0.530722,0.543785,8.48837,32,365
pmmh,tiger,0.518811,0.528634,8.90244,31,365
pmmh,tiger,0.504506,0.522224,7.3,35,365
pmmh,tiger,0.479918,0.508964,6.75926,35,365
tracker,tiger,0.530627,0.51756,121.667,28,365
tracker,tiger,0.535779,0.54753,121.667,36,365
tracker,tiger,0.543499,0.531033,91.25,27,365
tracker,tiger,0.523446,0.531137,91.25,34,365
tracker,tiger,0.516011,0.529901,91.25,27,365
tracker,tiger,0.503863,0.527719,121.667,31,365
tracker,tiger,0.491403,0.502182,91.25,31,365
tracker,tiger,0.509736,0.532735,91.25,32,365
tracker,tiger,0.525475,0.525747,91.25,28,365
tracker,tiger,0.537302,0.525776,121.667,31,365
tracker,tiger,0.535371,0.517901,121.667,29,365
tracker,tiger,0.508246,0.543444,121.667,33,365
tracker,tiger,0.531646,0.536301,121.667,30,365
tracker,tiger,0.520725,0.525297,121.667,29,365
tracker,tiger,0.532651,0.531921,91.25,29,365
pmmh,traffic,0.629658,0.53823,15.9167,13,191
pmmh,traffic,0.553558,0.574414,15.9167,14,191
pmmh,traffic,0.591446,0.585897,11.2353,16,191
pmmh,traffic,0.542756,0.557165,11.2353,14,191
pmmh,traffic,0.519421,0.518761,11.9375,12,191
pmmh,traffic,0.590334,0.556037,12.7333,16,191
pmmh,traffic,0.540325,0.59446,13.6429,16,191
pmmh,traffic,0.530451,0.56535,12.7333,20,191
pmmh,traffic,0.545889,0.595187,13.6429,21,191
pmmh,traffic,0.513075,0.477428,17.3636,18,191
pmmh,traffic,0.55671,0.603993,15.9167,19,191
pmmh,traffic,0.553139,0.565043,12.7333,11,191
pmmh,traffic,0.577879,0.550806,12.7333,13,191
pmmh,traffic,0.559817,0.58736,11.9375,17,191
pmmh,traffic,0.535382,0.557513,12.7333,21,191
tracker,traffic,0.560481,0.583965,191,5,191
tracker,traffic,0.596677,0.601043,191,13,191
tracker,traffic,0.463415,0.483111,191,44,191
tracker,traffic,0.558172,0.536985,191,5,191
tracker,traffic,0.575153,0.615653,191,13,191
tracker,traffic,0.557045,0.587165,191,6,191
tracker,traffic,0.483056,0.467667,191,2,191
tracker,traffic,0.652015,0.643114,inf,14,191
tracker,traffic,0.645946,0.660813,inf,8,191
tracker,traffic,0.541633,0.557324,191,13,191
tracker,traffic,0.566295,0.573137,191,9,191
tracker,traffic,0.54207,0.629542,191,9,191
tracker,traffic,0.532699,0.536266,191,6,191
tracker,traffic,0.520913,0.538559,191,11,191
tracker,traffic,0.667328,0.617706,191,12,191
pmmh,tunnel,0.538428,0.542509,20.8,70,312
pmmh,tunnel,0.641765,0.597133,18.3529,49,312
pmmh,tunnel,0.54008,0.565552,20.8,55,312
pmmh,tunnel,0.593874,0.609042,20.8,56,312
