method,sequence,accuracy,recall,fps,reinit,frames
pmmh,fish1,0.381697,0.733638,14.64,42,366
pmmh,fish1,0.311515,0.6712,18.3,63,366
tracker,fish1,0.300353,0.690848,91.5,30,366
tracker,fish1,0.344336,0.747591,122,23,366
tracker,fish1,0.337694,0.709356,122,28,366
tracker,fish1,0.487831,0.78438,73.2,21,366
tracker,fish1,0.427286,0.709637,122,42,366
tracker,fish1,0.480392,0.771083,91.5,22,366
tracker,fish1,0.390661,0.725704,122,21,366
tracker,fish1,0.354621,0.682483,122,42,366
tracker,fish1,0.301121,0.717948,73.2,23,366
tracker,fish1,0.379082,0.702954,122,38,366
tracker,fish1,0.307156,0.708634,122,30,366
tracker,fish1,0.329671,0.720448,122,25,366
tracker,fish1,0.396481,0.692527,122,25,366
tracker,fish1,0.395159,0.726157,91.5,33,366
tracker,fish1,0.409304,0.717722,73.2,27,366
pmmh,fish2,0.58202,0.808395,6.45833,13,310
pmmh,fish2,0.785959,0.895707,6.59574,18,310
pmmh,fish2,0.633995,0.828478,10.3333,24,310
pmmh,fish2,0.49306,0.76076,6.73913,32,310
pmmh,fish2,0.63396,0.833146,6.73913,26,310
pmmh,fish2,0.512708,0.75686,6.88889,29,310
pmmh,fish2,0.522194,0.766794,11.4815,25,310
pmmh,fish2,0.51618,0.738976,11.4815,36,310
pmmh,fish2,0.616899,0.849599,7.04545,16,310
pmmh,fish2,0.684923,0.844465,6.32653,30,310
pmmh,fish2,0.461796,0.721101,11.9231,38,310
pmmh,fish2,0.573698,0.78563,10,30,310
pmmh,fish2,0.495575,0.782889,12.9167,24,310
pmmh,fish2,0.698913,0.838212,4.69697,18,310
pmmh,fish2,0.717219,0.890173,6.88889,8,310
tracker,fish2,0.529046,0.757952,62,32,310
tracker,fish2,0.566913,0.822735,34.4444,15,310
tracker,fish2,0.677588,0.882781,34.4444,8,310
tracker,fish2,0.392943,0.745698,77.5,18,310
tracker,fish2,0.528088,0.741561,51.6667,31,310
tracker,fish2,0.574391,0.773849,62,33,310
tracker,fish2,0.417791,0.741302,51.6667,24,310
tracker,fish2,0.636541,0.895918,38.75,6,310
tracker,fish2,0.808605,0.924394,31,15,310
tracker,fish2,0.699933,0.869099,44.2857,14,310
tracker,fish2,0.561102,0.803338,38.75,18,310
tracker,fish2,0.633204,0.842376,38.75,16,310
tracker,fish2,0.504651,0.806221,103.333,11,310
tracker,fish2,0.718898,0.881126,34.4444,7,310
tracker,fish2,0.587696,0.788033,34.4444,15,310
pmmh,fish3,0.470123,0.842867,9.26786,11,519
pmmh,fish3,0.386623,0.808575,9.61111,19,519
pmmh,fish3,0.402372,0.848006,11.2826,2,519
pmmh,fish3,0.577145,0.858682,13.3077,8,519
pmmh,fish3,0.315321,0.819825,9.79245,21,519
pmmh,fish3,0.572754,0.864532,15.2647,8,519
pmmh,fish3,0.551729,0.854285,14.4167,11,519
pmmh,fish3,0.579138,0.847876,14.8286,6,519
pmmh,fish3,0.39669,0.761465,14.8286,34,519
pmmh,fish3,0.405867,0.844586,8.79661,8,519
pmmh,fish3,0.668552,0.893278,9.43636,6,519
pmmh,fish3,0.548991,0.871448,14.4167,5,519
pmmh,fish3,0.579608,0.867526,14.4167,6,519
pmmh,fish3,0.4486,0.829845,13.6579,7,519
pmmh,fish3,0.332326,0.771191,8.2381,10,519
tracker,fish3,0.378374,0.781525,173,22,519
tracker,fish3,0.372149,0.79448,259.5,24,519
tracker,fish3,0.232427,0.764362,259.5,14,519
tracker,fish3,0.429437,0.819293,173,11,519
tracker,fish3,0.481681,0.835081,259.5,20,519
tracker,fish3,0.361563,0.765278,173,13,519
tracker,fish3,0.389849,0.797709,259.5,21,519
tracker,fish3,0.395876,0.801125,259.5,22,519
tracker,fish3,0.328323,0.817291,173,25,519
tracker,fish3,0.408661,0.808707,259.5,15,519
tracker,fish3,0.457734,0.813285,259.5,21,519
tracker,fish3,0.472583,0.813269,173,4,519
tracker,fish3,0.520319,0.831224,173,10,519
tracker,fish3,0.583885,0.878521,173,10,519
tracker,fish3,0.412365,0.793328,173,30,519
pmmh,fish4,0.366595,0.686843,13.3725,39,682
pmmh,fish4,0.74037,0.897018,7.17895,5,682
pmmh,fish4,0.475768,0.726373,13.64,37,682
pmmh,fish4,0.619252,0.810179,10.8254,28,682
pmmh,fish4,0.611497,0.828259,13.1154,18,682
pmmh,fish4,0.336901,0.675832,13.1154,21,682
pmmh,fish4,0.64849,0.836837,9.60563,10,682
pmmh,fish4,0.509338,0.76858,11.5593,33,682
pmmh,fish4,0.454022,0.742849,11.9649,30,682
pmmh,fish4,0.492245,0.76016,11.9649,34,682
pmmh,fish4,0.448402,0.759282,13.3725,32,682
pmmh,fish4,0.583548,0.805991,8.41975,28,682
pmmh,fish4,0.562026,0.83139,11.1803,6,682
pmmh,fish4,0.603308,0.790821,9.88406,24,682
pmmh,fish4,0.477658,0.747945,14.8261,61,682
tracker,fish4,0.598516,0.822826,45.4667,10,682
tracker,fish4,0.757316,0.927731,45.4667,9,682
tracker,fish4,0.718605,0.856395,29.6522,3,682
tracker,fish4,0.592325,0.824539,62,9,682
tracker,fish4,0.75277,0.906167,37.8889,9,682
tracker,fish4,0.655734,0.829154,40.1176,9,682
tracker,fish4,0.555985,0.821536,75.7778,25,682
tracker,fish4,0.681369,0.849745,42.625,13,682
tracker,fish4,0.684842,0.86608,48.7143,11,682
tracker,fish4,0.648368,0.819542,45.4667,11,682
tracker,fish4,0.676003,0.854977,48.7143,9,682
tracker,fish4,0.510922,0.782845,85.25,17,682
tracker,fish4,0.633578,0.814648,56.8333,29,682
tracker,fish4,0.47535,0.780622,48.7143,16,682
tracker,fish4,0.674603,0.858253,48.7143,7,682
pmmh,girl,0.425455,0.841432,5.15464,23,1500
pmmh,girl,0.356346,0.812862,4.85437,23,1500
pmmh,girl,0.433836,0.824524,2.6178,12,1500
pmmh,girl,0.395289,0.805983,2.74725,12,1500
pmmh,girl,0.404418,0.840976,4.53172,22,1500
pmmh,girl,0.578004,0.866952,4.28571,19,1500
pmmh,girl,0.381318,0.828821,4.15512,23,1500
pmmh,girl,0.381776,0.807227,5.49451,19,1500
pmmh,girl,0.51018,0.847255,4.87013,21,1500
pmmh,girl,0.39138,0.836262,2.06044,4,1500
pmmh,girl,0.421265,0.835847,3.26797,20,1500
pmmh,girl,0.44769,0.841063,2.65487,8,1500
pmmh,girl,0.407608,0.801076,4.85437,24,1500
pmmh,girl,0.4132,0.786402,4.53172,22,1500
pmmh,girl,0.46806,0.795752,4.6729,30,1500
tracker,girl,0.503985,0.841638,34.0909,14,1500
tracker,girl,0.434378,0.833924,31.9149,14,1500
tracker,girl,0.439236,0.821888,31.9149,8,1500
tracker,girl,0.53613,0.859975,31.25,17,1500
tracker,girl,0.358385,0.781893,31.9149,11,1500
tracker,girl,0.423117,0.8284,29.4118,11,1500
tracker,girl,0.568299,0.88774,30.6122,11,1500
tracker,girl,0.585795,0.886276,27.7778,10,1500
tracker,girl,0.404139,0.798655,33.3333,10,1500
tracker,girl,0.441231,0.859196,34.8837,14,1500
tracker,girl,0.442455,0.826188,36.5854,13,1500
tracker,girl,0.468331,0.851315,34.8837,14,1500
tracker,girl,0.411421,0.800589,34.8837,12,1500
tracker,girl,0.477307,0.831866,28.8462,11,1500
tracker,girl,0.432103,0.840272,30,13,1500
pmmh,glove,0.497651,0.703551,13.3333,16,120
pmmh,glove,0.56573,0.74107,10,14,120
pmmh,glove,0.321584,0.591047,12,10,120
pmmh,glove,0.557662,0.740364,10.9091,19,120
pmmh,glove,0.638706,0.800315,7.5,9,120
pmmh,glove,0.51811,0.73058,13.3333,13,120
pmmh,glove,0.508905,0.741957,8,9,120
pmmh,glove,0.608678,0.774841,7.5,13,120
pmmh,glove,0.4056,0.688544,8,16,120
pmmh,glove,0.538659,0.784151,6.66667,6,120
pmmh,glove,0.47614,0.729865,10,12,120
pmmh,glove,0.533478,0.718973,13.3333,14,120
pmmh,glove,0.440974,0.698556,6.66667,7,120
pmmh,glove,0.542807,0.743045,9.23077,13,120
pmmh,glove,0.464481,0.706004,12,13,120
tracker,glove,0.427727,0.695319,60,12,120
tracker,glove,0.588683,0.763903,40,11,120
tracker,glove,0.572603,0.772935,30,10,120
tracker,glove,0.608935,0.778885,60,8,120
tracker,glove,0.502553,0.706507,60,13,120
tracker,glove,0.427293,0.700568,120,17,120
tracker,glove,0.394815,0.583731,120,17,120
tracker,glove,0.664424,0.813846,60,13,120
tracker,glove,0.538737,0.739876,40,13,120
tracker,glove,0.474742,0.727339,60,10,120
tracker,glove,0.482033,0.713547,60,19,120
tracker,glove,0.635442,0.761833,120,16,120
tracker,glove,0.537644,0.740756,60,15,120
tracker,glove,0.509829,0.699996,60,17,120
tracker,glove,0.513966,0.727842,120,11,120
pmmh,godfather,0.546553,0.839909,18.3,7,366
pmmh,godfather,0.6533,0.871984,15.913,5,366
pmmh,godfather,0.55875,0.835042,15.913,6,366
pmmh,godfather,0.548302,0.830385,14.64,3,366
pmmh,godfather,0.676631,0.861452,15.25,4,366
pmmh,godfather,0.627946,0.832104,12.2,6,366
pmmh,godfather,0.567002,0.81059,12.6207,8,366
pmmh,godfather,0.60832,0.843654,11.0909,6,366
pmmh,godfather,0.731505,0.921474,15.913,4,366
pmmh,godfather,0.532472,0.805094,11.0909,6,366
pmmh,godfather,0.559533,0.821366,12.2,4,366
pmmh,godfather,0.742992,0.886541,10.7647,6,366
pmmh,godfather,0.679094,0.869279,15.25,3,366
pmmh,godfather,0.66754,0.874004,10.4571,3,366
pmmh,godfather,0.612447,0.868002,16.6364,4,366
tracker,godfather,0.698606,0.894402,91.5,7,366
tracker,godfather,0.66485,0.858824,91.5,12,366
tracker,godfather,0.802486,0.933719,73.2,5,366
tracker,godfather,0.650797,0.867603,91.5,6,366
tracker,godfather,0.673852,0.863795,73.2,5,366
tracker,godfather,0.705522,0.883388,52.2857,3,366
tracker,godfather,0.727035,0.908909,91.5,3,366
tracker,godfather,0.678607,0.882975,73.2,6,366
tracker,godfather,0.592778,0.84016,122,3,366
tracker,godfather,0.533267,0.807576,73.2,4,366
tracker,godfather,0.729253,0.900517,61,2,366
tracker,godfather,0.493144,0.7953,122,4,366
tracker,godfather,0.618294,0.887443,73.2,5,366
tracker,godfather,0.612446,0.857512,73.2,4,366
tracker,godfather,0.656863,0.877428,73.2,4,366
pmmh,graduate,0.568344,0.818046,6.34586,68,844
pmmh,graduate,0.457673,0.805737,11.1053,82,844
pmmh,graduate,0.549362,0.837129,10.55,47,844
pmmh,graduate,0.615378,0.87591,9.70115,23,844
pmmh,graduate,0.565636,0.828259,5.98582,58,844
pmmh,graduate,0.485568,0.844371,9.27473,60,844
pmmh,graduate,0.654511,0.877556,7.15254,48,844
pmmh,graduate,0.396384,0.797378,10.55,34,844
pmmh,graduate,0.518519,0.847462,15.9245,22,844
pmmh,graduate,0.59287,0.867948,9.48315,53,844
pmmh,graduate,0.701062,0.866915,6.49231,60,844
pmmh,graduate,0.697048,0.883571,9.07527,45,844
pmmh,graduate,0.630863,0.885982,9.27473,37,844
pmmh,graduate,0.615698,0.887565,12.0571,29,844
pmmh,graduate,0.548232,0.852126,6.49231,56,844
tracker,graduate,0.634972,0.853439,76.7273,69,844
tracker,graduate,0.658187,0.875424,76.7273,65,844
tracker,graduate,0.595591,0.837303,84.4,68,844
tracker,graduate,0.641214,0.867833,93.7778,40,844
tracker,graduate,0.642222,0.858996,84.4,56,844
tracker,graduate,0.575145,0.836772,84.4,38,844
tracker,graduate,0.716867,0.868515,70.3333,69,844
tracker,graduate,0.671135,0.883705,64.9231,53,844
tracker,graduate,0.697421,0.881825,60.2857,61,844
tracker,graduate,0.744454,0.901271,60.2857,57,844
tracker,graduate,0.703065,0.878831,70.3333,54,844
tracker,graduate,0.666615,0.87696,84.4,45,844
tracker,graduate,0.694986,0.911921,64.9231,33,844
tracker,graduate,0.559085,0.865709,93.7778,45,844
tracker,graduate,0.650098,0.859537,76.7273,81,844
pmmh,gymnastics1,0.573025,0.866038,6.91463,6,567
pmmh,gymnastics1,0.773476,0.919601,8.1,7,567
pmmh,gymnastics1,0.67614,0.884223,11.34,4,567
pmmh,gymnastics1,0.634397,0.872608,10.6981,5,567
pmmh,gymnastics1,0.668835,0.901006,12.3261,6,567
pmmh,gymnastics1,0.673172,0.913743,3.45732,2,567
pmmh,gymnastics1,0.574195,0.858301,8.1,4,567
pmmh,gymnastics1,0.461703,0.811471,4.02128,3,567
pmmh,gymnastics1,0.611599,0.891819,9.61017,2,567
pmmh,gymnastics1,0.670088,0.874845,8.85938,9,567
pmmh,gymnastics1,0.746394,0.913766,8.85938,0,567
pmmh,gymnastics1,0.664631,0.871322,10.9038,5,567
pmmh,gymnastics1,0.633483,0.86351,7.36364,5,567
pmmh,gymnastics1,0.639514,0.894662,6.37079,7,567
pmmh,gymnastics1,0.805924,0.934902,4.725,1,567
tracker,gymnastics1,0.500383,0.878366,63,1,567
tracker,gymnastics1,0.534795,0.854505,94.5,2,567
tracker,gymnastics1,0.608226,0.862655,113.4,4,567
tracker,gymnastics1,0.613293,0.854442,94.5,7,567
tracker,gymnastics1,0.594177,0.855759,113.4,9,567
tracker,gymnastics1,0.575595,0.845853,94.5,8,567
tracker,gymnastics1,0.619612,0.881694,94.5,3,567
tracker,gymnastics1,0.672377,0.913809,70.875,3,567
tracker,gymnastics1,0.603732,0.880776,81,5,567
tracker,gymnastics1,0.633091,0.856828,81,7,567
tracker,gymnastics1,0.526452,0.849152,94.5,5,567
tracker,gymnastics1,0.496824,0.818274,113.4,5,567
tracker,gymnastics1,0.612576,0.8591,94.5,9,567
tracker,gymnastics1,0.63559,0.86385,113.4,2,567
tracker,gymnastics1,0.533679,0.871858,81,6,567
pmmh,gymnastics2,0.59294,0.823197,2.10526,5,240
pmmh,gymnastics2,0.518324,0.793098,2.10526,7,240
pmmh,gymnastics2,0.626811,0.882269,3.80952,1,240
pmmh,gymnastics2,0.329331,0.758955,1.90476,4,240
pmmh,gymnastics2,0.433096,0.81767,1.66667,9,240
pmmh,gymnastics2,0.580199,0.864173,2.47423,3,240
pmmh,gymnastics2,0.418908,0.780879,1.71429,7,240
pmmh,gymnastics2,0.516351,0.878798,3.52941,3,240
pmmh,gymnastics2,0.450021,0.795836,3.2,6,240
pmmh,gymnastics2,0.448634,0.806924,2.35294,9,240
pmmh,gymnastics2,0.49056,0.801291,3.58209,5,240
pmmh,gymnastics2,0.436585,0.753286,2.44898,4,240
pmmh,gymnastics2,0.650057,0.894728,1.95122,6,240
pmmh,gymnastics2,0.362584,0.769895,3.33333,6,240
pmmh,gymnastics2,0.552559,0.824032,2.05128,4,240
tracker,gymnastics2,0.53961,0.831031,40,6,240
tracker,gymnastics2,0.500334,0.796736,30,3,240
tracker,gymnastics2,0.462504,0.835111,30,6,240
tracker,gymnastics2,0.442512,0.758813,34.2857,4,240
tracker,gymnastics2,0.377257,0.751242,30,5,240
tracker,gymnastics2,0.376909,0.78085,30,9,240
tracker,gymnastics2,0.520946,0.854309,26.6667,2,240
tracker,gymnastics2,0.569816,0.814233,26.6667,5,240
tracker,gymnastics2,0.42059,0.811397,34.2857,4,240
tracker,gymnastics2,0.477984,0.777682,34.2857,8,240
tracker,gymnastics2,0.456911,0.78645,40,10,240
tracker,gymnastics2,0.414884,0.778839,34.2857,9,240
tracker,gymnastics2,0.424792,0.805664,34.2857,5,240
tracker,gymnastics2,0.520714,0.86582,24,7,240
tracker,gymnastics2,0.518047,0.780387,40,2,240
pmmh,gymnastics3,0.594698,0.846585,1.25532,3,118
pmmh,gymnastics3,0.490591,0.830778,1.76119,4,118
pmmh,gymnastics3,0.435524,0.841362,1.05357,3,118
pmmh,gymnastics3,0.385001,0.742906,1.28261,1,118
pmmh,gymnastics3,0.200737,0.714428,1.13462,2,118
pmmh,gymnastics3,0.331703,0.808812,1.78788,6,118
pmmh,gymnastics3,0.423696,0.790128,1.11321,2,118
pmmh,gymnastics3,0.335419,0.729754,1.475,5,118
pmmh,gymnastics3,0.372293,0.764274,1.68571,3,118
pmmh,gymnastics3,0.477848,0.823128,0.944,2,118
pmmh,gymnastics3,0.420549,0.826455,1.04425,3,118
pmmh,gymnastics3,0.329357,0.767634,2.03448,3,118
pmmh,gymnastics3,0.389913,0.815533,0.75641,3,118
pmmh,gymnastics3,0.464458,0.768027,1.53247,3,118
pmmh,gymnastics3,0.184859,0.702973,1.18,1,118
tracker,gymnastics3,0.507749,0.843949,19.6667,6,118
tracker,gymnastics3,0.609658,0.865244,14.75,2,118
tracker,gymnastics3,0.566884,0.846056,13.1111,3,118
tracker,gymnastics3,0.461733,0.843661,19.6667,2,118
tracker,gymnastics3,0.606866,0.886393,13.1111,1,118
tracker,gymnastics3,0.504595,0.821737,14.75,3,118
tracker,gymnastics3,0.487356,0.829753,14.75,4,118
tracker,gymnastics3,0.500744,0.830297,19.6667,1,118
tracker,gymnastics3,0.301122,0.802623,23.6,4,118
tracker,gymnastics3,0.3569,0.804114,19.6667,3,118
tracker,gymnastics3,0.433521,0.865048,14.75,1,118
tracker,gymnastics3,0.706097,0.912685,16.8571,1,118
tracker,gymnastics3,0.309668,0.788935,16.8571,4,118
tracker,gymnastics3,0.279067,0.784427,14.75,4,118
tracker,gymnastics3,0.535735,0.800537,14.75,4,118
pmmh,gymnastics4,0.681194,0.903337,3.01948,1,465
pmmh,gymnastics4,0.609737,0.920595,3.03922,2,465
pmmh,gymnastics4,0.56731,0.90738,1.83071,1,465
pmmh,gymnastics4,0.891022,0.979555,1.89796,3,465
pmmh,gymnastics4,0.449072,0.873352,2.8012,1,465
pmmh,gymnastics4,0.57165,0.915678,1.99571,2,465
pmmh,gymnastics4,0.539728,0.837135,3.63281,3,465
pmmh,gymnastics4,0.581915,0.902705,2.54098,1,465
pmmh,gymnastics4,0.708461,0.922049,3.41912,4,465
pmmh,gymnastics4,0.647878,0.926893,1.89024,1,465
pmmh,gymnastics4,0.6391,0.918614,1.78161,1,465
pmmh,gymnastics4,0.644069,0.92034,1.82353,1,465
pmmh,gymnastics4,0.758108,0.931992,1.85259,3,465
pmmh,gymnastics4,0.730501,0.91355,1.97872,5,465
pmmh,gymnastics4,0.738657,0.936888,1.85259,6,465
tracker,gymnastics4,0.645432,0.861722,19.375,10,465
tracker,gymnastics4,0.514275,0.816876,24.4737,6,465
tracker,gymnastics4,0.531505,0.896416,16.6071,2,465
tracker,gymnastics4,0.627279,0.920588,20.2174,1,465
tracker,gymnastics4,0.591502,0.875338,17.8846,2,465
tracker,gymnastics4,0.586413,0.921545,17.2222,5,465
tracker,gymnastics4,0.522813,0.911872,17.2222,1,465
tracker,gymnastics4,0.751776,0.93446,19.375,4,465
tracker,gymnastics4,0.647812,0.916559,20.2174,3,465
tracker,gymnastics4,0.630771,0.885774,22.1429,1,465
tracker,gymnastics4,0.672808,0.913553,22.1429,3,465
tracker,gymnastics4,0.509821,0.898242,17.2222,1,465
tracker,gymnastics4,0.67455,0.937565,23.25,3,465
tracker,gymnastics4,0.736618,0.952336,15,0,465
tracker,gymnastics4,0.738942,0.937767,20.2174,1,465
pmmh,hand,0.461739,0.774561,9.2069,13,267
pmmh,hand,0.493011,0.800894,9.2069,9,267
pmmh,hand,0.661051,0.840068,12.7143,15,267
pmmh,hand,0.567941,0.848859,8.34375,4,267
pmmh,hand,0.45468,0.751503,14.8333,21,267
pmmh,hand,0.550721,0.809061,10.68,21,267
pmmh,hand,0.640027,0.8706,8.34375,3,267
pmmh,hand,0.528841,0.800186,14.0526,18,267
pmmh,hand,0.683351,0.876782,8.34375,6,267
pmmh,hand,0.526946,0.841849,11.6087,9,267
pmmh,hand,0.5779,0.864547,12.1364,6,267
pmmh,hand,0.469347,0.760993,11.6087,21,267
pmmh,hand,0.576184,0.791599,14.8333,14,267
pmmh,hand,0.658129,0.851318,8.6129,9,267
pmmh,hand,0.63468,0.849405,10.68,12,267
tracker,hand,0.485554,0.787273,89,7,267
tracker,hand,0.475569,0.770709,89,22,267
tracker,hand,0.596084,0.862862,53.4,3,267
tracker,hand,0.6424,0.880768,38.1429,7,267
tracker,hand,0.498103,0.805174,89,14,267
tracker,hand,0.514148,0.793589,89,12,267
tracker,hand,0.451977,0.784035,133.5,13,267
tracker,hand,0.791269,0.928087,53.4,3,267
tracker,hand,0.440624,0.774397,89,19,267
tracker,hand,0.472296,0.766436,133.5,22,267
tracker,hand,0.587371,0.798802,133.5,21,267
tracker,hand,0.44968,0.729056,133.5,20,267
tracker,hand,0.737399,0.89985,53.4,4,267
tracker,hand,0.590779,0.833081,53.4,3,267
tracker,hand,0.48395,0.783936,133.5,15,267
pmmh,handball1,0.464072,0.727055,31.4167,21,377
pmmh,handball1,0.475039,0.749397,31.4167,20,377
pmmh,handball1,0.461054,0.738439,29,16,377
pmmh,handball1,0.366727,0.678273,31.4167,21,377
pmmh,handball1,0.355804,0.683994,29,15,377
pmmh,handball1,0.393022,0.698551,29,17,377
pmmh,handball1,0.430158,0.722727,29,32,377
pmmh,handball1,0.482319,0.75641,26.9286,13,377
pmmh,handball1,0.493413,0.769095,26.9286,24,377
pmmh,handball1,0.361161,0.668306,34.2727,23,377
pmmh,handball1,0.41169,0.725111,29,21,377
pmmh,handball1,0.460915,0.744877,26.9286,20,377
pmmh,handball1,0.332152,0.706063,31.4167,17,377
pmmh,handball1,0.423208,0.740728,29,14,377
pmmh,handball1,0.381854,0.699093,29,18,377
tracker,handball1,0.385127,0.709166,125.667,17,377
tracker,handball1,0.42694,0.738535,94.25,15,377
tracker,handball1,0.450896,0.734914,377,35,377
tracker,handball1,0.482891,0.745251,125.667,13,377
tracker,handball1,0.461349,0.729676,94.25,25,377
tracker,handball1,0.551449,0.771359,188.5,11,377
tracker,handball1,0.477159,0.771678,188.5,22,377
tracker,handball1,0.419643,0.708495,377,32,377
tracker,handball1,0.707931,0.862641,188.5,11,377
tracker,handball1,0.411698,0.701688,188.5,27,377
tracker,handball1,0.437061,0.719493,125.667,15,377
tracker,handball1,0.541257,0.781879,188.5,18,377
tracker,handball1,0.511148,0.758927,62.8333,20,377
tracker,handball1,0.394999,0.724665,94.25,21,377
tracker,handball1,0.419532,0.712366,125.667,23,377
pmmh,handball2,0.252668,0.588365,16.08,55,402
pmmh,handball2,0.279257,0.588625,20.1,67,402
pmmh,handball2,0.301862,0.64028,20.1,66,402
pmmh,handball2,0.210777,0.579819,13.8621,59,402
pmmh,handball2,0.283781,0.607352,13.4,46,402
pmmh,handball2,0.257053,0.608968,22.3333,66,402
pmmh,handball2,0.358055,0.599411,19.1429,73,402
pmmh,handball2,0.316298,0.604567,16.75,67,402
pmmh,handball2,0.281982,0.606888,18.2727,65,402
pmmh,handball2,0.266726,0.587273,14.3571,55,402
pmmh,handball2,0.308957,0.634522,20.1,52,402
pmmh,handball2,0.273578,0.628999,20.1,64,402
pmmh,handball2,0.274266,0.589116,23.6471,89,402
pmmh,handball2,0.260184,0.606152,18.2727,61,402
pmmh,handball2,0.38864,0.656769,19.1429,60,402
tracker,handball2,0.365547,0.601844,134,90,402
tracker,handball2,0.403287,0.663032,134,96,402
tracker,handball2,0.299706,0.631138,201,72,402
tracker,handball2,0.336718,0.624851,134,74,402
tracker,handball2,0.289535,0.591221,201,90,402
tracker,handball2,0.314554,0.624399,134,70,402
tracker,handball2,0.377628,0.609507,201,95,402
tracker,handball2,0.358687,0.627496,201,87,402
tracker,handball2,0.314265,0.618688,201,83,402
tracker,handball2,0.303629,0.581433,100.5,72,402
tracker,handball2,0.348554,0.63554,80.4,76,402
tracker,handball2,0.289065,0.60098,402,77,402
tracker,handball2,0.285154,0.615796,201,80,402
tracker,handball2,0.328376,0.595297,201,84,402
tracker,handball2,0.346441,0.649818,67,54,402
pmmh,helicopter,0.399594,0.751806,1.57333,14,708
pmmh,helicopter,0.44879,0.792619,2.70229,18,708
pmmh,helicopter,0.489252,0.832446,1.62014,17,708
pmmh,helicopter,0.453969,0.796346,2.85484,18,708
pmmh,helicopter,0.438022,0.837216,2.82072,28,708
pmmh,helicopter,0.416781,0.789281,2.87805,21,708
pmmh,helicopter,0.37345,0.802396,2.2987,30,708
pmmh,helicopter,0.331569,0.773759,2.2987,21,708
pmmh,helicopter,0.398825,0.79776,1.39096,10,708
pmmh,helicopter,0.38306,0.822528,1.53579,19,708
pmmh,helicopter,0.386085,0.785899,2.85484,16,708
pmmh,helicopter,0.481493,0.840277,1.60544,11,708
pmmh,helicopter,0.468352,0.819158,2.10089,21,708
pmmh,helicopter,0.38322,0.756286,1.59101,25,708
pmmh,helicopter,0.481666,0.842563,0.667925,18,708
tracker,helicopter,0.434446,0.78479,11.8,13,708
tracker,helicopter,0.450171,0.829458,12,16,708
tracker,helicopter,0.416365,0.833468,11.0625,16,708
tracker,helicopter,0.473715,0.815787,9.69863,15,708
tracker,helicopter,0.528572,0.860462,9.19481,15,708
tracker,helicopter,0.480142,0.836284,11.4194,12,708
tracker,helicopter,0.386203,0.823521,8.96203,16,708
tracker,helicopter,0.377446,0.740885,13.1111,16,708
tracker,helicopter,0.517344,0.871648,7.86667,7,708
tracker,helicopter,0.356713,0.803656,11.2381,10,708
tracker,helicopter,0.470835,0.86143,10.8923,11,708
tracker,helicopter,0.409782,0.812411,11.8,12,708
tracker,helicopter,0.491136,0.837343,11.4194,11,708
tracker,helicopter,0.386405,0.768869,13.3585,11,708
tracker,helicopter,0.424792,0.806098,9.97183,15,708
pmmh,iceskater1,0.441258,0.803424,1.0783,7,661
pmmh,iceskater1,0.406671,0.782606,0.643622,10,661
pmmh,iceskater1,0.384588,0.779228,0.6907,4,661
pmmh,iceskater1,0.45938,0.789729,0.580844,9,661
pmmh,iceskater1,0.464585,0.817745,1.14757,12,661
pmmh,iceskater1,0.451849,0.781991,2.19601,12,661
pmmh,iceskater1,0.447633,0.790491,0.754566,5,661
pmmh,iceskater1,0.400527,0.771108,0.590706,9,661
pmmh,iceskater1,0.407014,0.786215,0.800242,10,661
pmmh,iceskater1,0.446179,0.821088,0.817058,8,661
pmmh,iceskater1,0.411781,0.782301,0.847436,8,661
pmmh,iceskater1,0.542007,0.840837,1.15762,5,661
pmmh,iceskater1,0.453277,0.816057,0.700212,11,661
pmmh,iceskater1,0.446589,0.831796,1.6122,11,661
pmmh,iceskater1,0.394601,0.772,1.25189,11,661
tracker,iceskater1,0.449615,0.778454,13.4898,6,661
tracker,iceskater1,0.380534,0.760846,14.3696,9,661
tracker,iceskater1,0.430903,0.801906,10.3281,4,661
tracker,iceskater1,0.421574,0.79657,12.7115,15,661
tracker,iceskater1,0.430596,0.797576,16.9487,5,661
tracker,iceskater1,0.539167,0.832022,13.22,14,661
tracker,iceskater1,0.463232,0.816407,10.6613,8,661
tracker,iceskater1,0.452291,0.777578,12.7115,12,661
tracker,iceskater1,0.470758,0.77324,14.6889,7,661
tracker,iceskater1,0.436971,0.791555,12.4717,16,661
tracker,iceskater1,0.411218,0.772437,12.9608,9,661
tracker,iceskater1,0.43072,0.78644,12.4717,13,661
tracker,iceskater1,0.426405,0.765412,12.4717,13,661
tracker,iceskater1,0.45756,0.812292,16.122,8,661
tracker,iceskater1,0.412555,0.777694,14.6889,7,661
pmmh,iceskater2,0.371758,0.776034,0.954116,11,707
pmmh,iceskater2,0.406374,0.794303,0.685078,7,707
pmmh,iceskater2,0.470843,0.791055,0.36977,10,707
pmmh,iceskater2,0.484744,0.830105,0.755342,8,707
pmmh,iceskater2,0.509855,0.810199,4.15882,8,707
pmmh,iceskater2,0.414406,0.781213,3.00851,4,707
pmmh,iceskater2,0.478513,0.798612,2.43793,5,707
pmmh,iceskater2,0.435648,0.79896,2.42955,6,707
pmmh,iceskater2,0.43063,0.80479,3.88462,10,707
pmmh,iceskater2,0.491021,0.840302,2.06122,5,707
