method,sequence,accuracy,recall,fps,reinit,frames
pmmh,birds2,0.802637,0.953056,4.312,3,539
pmmh,birds2,0.798899,0.960247,7.18667,5,539
pmmh,birds2,0.78732,0.918499,4.60684,4,539
pmmh,birds2,0.910163,0.970658,6.82278,5,539
pmmh,birds2,0.807643,0.948322,6.34118,4,539
pmmh,birds2,0.728885,0.924424,5.08491,6,539
pmmh,birds2,0.903045,0.986192,4.24409,0,539
pmmh,birds2,0.820171,0.948751,6.05618,4,539
pmmh,birds2,0.908839,0.984128,4.17829,0,539
pmmh,birds2,0.807174,0.93953,5.5567,4,539
pmmh,birds2,0.792739,0.941679,7,2,539
pmmh,birds2,0.904496,0.959314,4.76991,6,539
pmmh,birds2,0.871915,0.973444,6.7375,5,539
tracker,birds2,0.807838,0.969704,25.6667,3,539
tracker,birds2,0.81927,0.949086,21.56,3,539
tracker,birds2,0.766858,0.923817,24.5,4,539
tracker,birds2,0.80177,0.922505,20.7308,8,539
tracker,birds2,0.864286,0.964572,22.4583,6,539
tracker,birds2,0.930584,0.986744,20.7308,2,539
tracker,birds2,0.835416,0.950494,22.4583,4,539
tracker,birds2,0.820554,0.962854,24.5,4,539
tracker,birds2,0.908668,0.987742,21.56,0,539
tracker,birds2,0.85366,0.970191,23.4348,4,539
tracker,birds2,0.858811,0.95431,21.56,5,539
tracker,birds2,0.914094,0.990222,21.56,0,539
tracker,birds2,0.886342,0.967287,26.95,5,539
tracker,birds2,0.90685,0.989714,20.7308,0,539
tracker,birds2,0.875536,0.968056,24.5,4,539
pmmh,blanket,0.324612,0.818234,16.0714,4,225
pmmh,blanket,0.525368,0.84979,17.3077,2,225
pmmh,blanket,0.458803,0.876163,16.0714,3,225
pmmh,blanket,0.334701,0.831185,11.8421,1,225
pmmh,blanket,0.464811,0.880414,11.25,5,225
pmmh,blanket,0.312142,0.79125,17.3077,4,225
pmmh,blanket,0.367158,0.754088,17.3077,3,225
pmmh,blanket,0.397102,0.759952,12.5,3,225
pmmh,blanket,0.37209,0.797834,16.0714,3,225
pmmh,blanket,0.825071,0.959793,10.7143,2,225
pmmh,blanket,0.51357,0.873125,11.25,5,225
pmmh,blanket,0.277922,0.751745,14.0625,5,225
pmmh,blanket,0.575844,0.894653,16.0714,3,225
pmmh,blanket,0.520906,0.850584,12.5,5,225
pmmh,blanket,0.461345,0.882483,12.5,2,225
tracker,blanket,0.376835,0.818207,225,4,225
tracker,blanket,0.414793,0.826518,225,4,225
tracker,blanket,0.443103,0.856529,225,2,225
tracker,blanket,0.666139,0.926003,225,4,225
tracker,blanket,0.501238,0.890697,225,4,225
tracker,blanket,0.667402,0.910612,225,3,225
tracker,blanket,0.803911,0.948429,225,3,225
tracker,blanket,0.42852,0.87471,225,8,225
tracker,blanket,0.36576,0.798054,225,4,225
tracker,blanket,0.420394,0.853747,225,3,225
tracker,blanket,0.536364,0.892536,225,4,225
tracker,blanket,0.431578,0.869552,225,5,225
tracker,blanket,0.546725,0.80109,225,2,225
tracker,blanket,0.463815,0.862384,225,3,225
tracker,blanket,0.343881,0.838671,225,4,225
pmmh,bmx,0.288554,0.825458,0.730769,4,76
pmmh,bmx,0.358695,0.694838,1.85366,0,76
pmmh,bmx,0.267853,0.713951,2.81481,0,76
pmmh,bmx,0.255819,0.624296,2.05405,0,76
pmmh,bmx,0.520189,0.84311,1.76744,2,76
pmmh,bmx,0.358905,0.803577,2,0,76
pmmh,bmx,0.181457,0.707918,2.45161,1,76
pmmh,bmx,0.257408,0.572321,3.04,1,76
pmmh,bmx,0.468777,0.830379,1.26667,1,76
pmmh,bmx,0.519186,0.849073,1.85366,2,76
pmmh,bmx,0.433737,0.849214,0.649573,2,76
pmmh,bmx,0.21482,0.700024,1,2,76
pmmh,bmx,0.306734,0.779792,1.08571,1,76
pmmh,bmx,0.454934,0.814961,1.68889,1,76
pmmh,bmx,0.440612,0.837306,2.71429,1,76
tracker,bmx,0.240892,0.545834,38,0,76
tracker,bmx,0.218491,0.758768,10.8571,2,76
tracker,bmx,0.169835,0.615535,15.2,2,76
tracker,bmx,0.20465,0.610736,25.3333,0,76
tracker,bmx,0.231216,0.661501,25.3333,0,76
tracker,bmx,0.42216,0.743597,19,0,76
tracker,bmx,0.290113,0.70059,25.3333,0,76
tracker,bmx,0.330481,0.669598,19,0,76
tracker,bmx,0.234736,0.776387,10.8571,2,76
tracker,bmx,0.392302,0.830014,12.6667,2,76
tracker,bmx,0.365125,0.729389,15.2,0,76
tracker,bmx,0.304634,0.600284,38,2,76
tracker,bmx,0.21387,0.683862,25.3333,1,76
tracker,bmx,0.238876,0.737161,25.3333,1,76
tracker,bmx,0.227878,0.672529,19,1,76
pmmh,bolt1,0.57943,0.914848,12.5,5,350
pmmh,bolt1,0.586302,0.933804,17.5,2,350
pmmh,bolt1,0.595645,0.890611,10.9375,6,350
pmmh,bolt1,0.612268,0.87645,11.2903,5,350
pmmh,bolt1,0.273678,0.826849,13.4615,2,350
pmmh,bolt1,0.54549,0.892329,10.6061,4,350
pmmh,bolt1,0.486213,0.845613,17.5,4,350
pmmh,bolt1,0.653206,0.93325,16.6667,3,350
pmmh,bolt1,0.605383,0.922405,17.5,5,350
pmmh,bolt1,0.680258,0.916727,11.6667,4,350
pmmh,bolt1,0.643669,0.923016,15.9091,7,350
pmmh,bolt1,0.553222,0.851171,16.6667,3,350
pmmh,bolt1,0.546213,0.893956,12.963,3,350
pmmh,bolt1,0.562642,0.884915,15.9091,9,350
pmmh,bolt1,0.596342,0.922947,10.2941,3,350
tracker,bolt1,0.637872,0.885535,87.5,4,350
tracker,bolt1,0.732748,0.89512,70,5,350
tracker,bolt1,0.582367,0.891719,87.5,3,350
tracker,bolt1,0.665715,0.906856,70,3,350
tracker,bolt1,0.506089,0.859607,116.667,4,350
tracker,bolt1,0.480958,0.855455,116.667,4,350
tracker,bolt1,0.620861,0.866943,87.5,4,350
tracker,bolt1,0.626848,0.88635,87.5,4,350
tracker,bolt1,0.646698,0.893904,87.5,2,350
tracker,bolt1,0.638003,0.915018,87.5,5,350
tracker,bolt1,0.486281,0.831768,116.667,3,350
tracker,bolt1,0.647356,0.91355,58.3333,3,350
tracker,bolt1,0.470112,0.857452,87.5,4,350
tracker,bolt1,0.523064,0.881835,116.667,5,350
tracker,bolt1,0.564444,0.871462,87.5,6,350
pmmh,bolt2,0.532083,0.807001,18.3125,18,293
pmmh,bolt2,0.585949,0.819923,19.5333,21,293
pmmh,bolt2,0.504111,0.843689,18.3125,13,293
pmmh,bolt2,0.644993,0.887554,19.5333,14,293
pmmh,bolt2,0.48254,0.843423,18.3125,15,293
pmmh,bolt2,0.534763,0.835167,18.3125,17,293
pmmh,bolt2,0.594846,0.867464,17.2353,15,293
pmmh,bolt2,0.47744,0.806162,14.65,14,293
pmmh,bolt2,0.637454,0.89006,15.4211,9,293
pmmh,bolt2,0.509793,0.824593,16.2778,15,293
pmmh,bolt2,0.503261,0.823066,13.9524,10,293
pmmh,bolt2,0.551131,0.850284,18.3125,6,293
pmmh,bolt2,0.704253,0.893663,13.9524,13,293
pmmh,bolt2,0.462933,0.848325,18.3125,12,293
pmmh,bolt2,0.477019,0.837632,14.65,18,293
tracker,bolt2,0.640873,0.872539,293,12,293
tracker,bolt2,0.637892,0.877889,293,14,293
tracker,bolt2,0.55886,0.805084,293,14,293
tracker,bolt2,0.589222,0.842348,146.5,21,293
tracker,bolt2,0.617045,0.863744,146.5,11,293
tracker,bolt2,0.647497,0.878058,146.5,15,293
tracker,bolt2,0.828362,0.957394,146.5,4,293
tracker,bolt2,0.669077,0.885237,293,11,293
tracker,bolt2,0.570873,0.871705,146.5,12,293
tracker,bolt2,0.556323,0.843124,146.5,10,293
tracker,bolt2,0.607925,0.890073,97.6667,6,293
tracker,bolt2,0.477541,0.809773,146.5,11,293
tracker,bolt2,0.677312,0.870058,97.6667,16,293
tracker,bolt2,0.603852,0.85778,146.5,12,293
tracker,bolt2,0.67808,0.899084,73.25,6,293
pmmh,book,0.478171,0.762186,12.5,17,175
pmmh,book,0.436315,0.747727,7.29167,12,175
pmmh,book,0.408523,0.697857,8.75,19,175
pmmh,book,0.500999,0.755265,10.9375,16,175
pmmh,book,0.43659,0.763685,13.4615,22,175
pmmh,book,0.365213,0.714679,11.6667,12,175
pmmh,book,0.534245,0.795829,6.03448,7,175
pmmh,book,0.472488,0.70323,11.6667,20,175
pmmh,book,0.546881,0.795421,7.95455,12,175
pmmh,book,0.623114,0.829279,7.95455,11,175
pmmh,book,0.58532,0.815844,8.33333,13,175
pmmh,book,0.500564,0.783636,10.9375,12,175
pmmh,book,0.457709,0.774496,6.73077,9,175
pmmh,book,0.466626,0.758256,9.72222,13,175
pmmh,book,0.545449,0.796226,11.6667,16,175
tracker,book,0.481731,0.731907,175,20,175
tracker,book,0.493817,0.807773,175,11,175
tracker,book,0.480049,0.773674,175,13,175
tracker,book,0.526879,0.781568,58.3333,14,175
tracker,book,0.467499,0.770426,87.5,16,175
tracker,book,0.487437,0.752687,175,17,175
tracker,book,0.433353,0.745822,58.3333,11,175
tracker,book,0.555604,0.792044,58.3333,15,175
tracker,book,0.463398,0.769769,175,16,175
tracker,book,0.490363,0.758363,87.5,20,175
tracker,book,0.561007,0.815508,87.5,12,175
tracker,book,0.39558,0.744795,87.5,15,175
tracker,book,0.488165,0.751049,87.5,17,175
tracker,book,0.669003,0.862323,87.5,10,175
tracker,book,0.491689,0.767029,175,18,175
pmmh,butterfly,0.359248,0.746645,6.86364,4,151
pmmh,butterfly,0.391832,0.845669,10.0667,2,151
pmmh,butterfly,0.392717,0.758879,6.86364,6,151
pmmh,butterfly,0.427167,0.813456,9.4375,4,151
pmmh,butterfly,0.390237,0.75824,9.4375,5,151
pmmh,butterfly,0.417333,0.803496,9.4375,3,151
pmmh,butterfly,0.404762,0.757112,7.55,4,151
pmmh,butterfly,0.5655,0.860874,5.80769,4,151
pmmh,butterfly,0.531359,0.870899,6.29167,2,151
pmmh,butterfly,0.369704,0.73554,7.19048,4,151
pmmh,butterfly,0.467785,0.81024,7.55,4,151
pmmh,butterfly,0.411555,0.79689,7.19048,3,151
pmmh,butterfly,0.543856,0.831082,5.39286,3,151
pmmh,butterfly,0.528123,0.886911,7.55,4,151
pmmh,butterfly,0.415184,0.818311,9.4375,3,151
tracker,butterfly,0.431262,0.774016,151,5,151
tracker,butterfly,0.395812,0.754114,75.5,5,151
tracker,butterfly,0.419055,0.742331,151,5,151
tracker,butterfly,0.480221,0.802324,75.5,3,151
tracker,butterfly,0.470674,0.795184,151,4,151
tracker,butterfly,0.395509,0.784747,75.5,4,151
tracker,butterfly,0.458601,0.823383,75.5,4,151
tracker,butterfly,0.457342,0.825022,151,2,151
tracker,butterfly,0.410077,0.744022,151,4,151
tracker,butterfly,0.42241,0.765375,75.5,5,151
tracker,butterfly,0.353863,0.77233,75.5,3,151
tracker,butterfly,0.352996,0.735237,75.5,2,151
tracker,butterfly,0.500356,0.800892,151,5,151
tracker,butterfly,0.406364,0.768159,75.5,5,151
tracker,butterfly,0.467445,0.827332,151,2,151
pmmh,car1,0.576183,0.826071,3.48357,38,742
pmmh,car1,0.394794,0.709904,5.22535,59,742
pmmh,car1,0.603346,0.820343,3.82474,46,742
pmmh,car1,0.471946,0.773365,3.72864,35,742
pmmh,car1,0.481977,0.788641,3.60194,36,742
pmmh,car1,0.43188,0.730794,6.18333,71,742
pmmh,car1,0.604612,0.847331,3.32735,35,742
pmmh,car1,0.511118,0.801538,3.55024,33,742
pmmh,car1,0.447006,0.765829,5.936,48,742
pmmh,car1,0.465467,0.728347,6.03252,68,742
pmmh,car1,0.493199,0.780722,3.60194,38,742
pmmh,car1,0.505236,0.782914,3.72864,50,742
pmmh,car1,0.48081,0.791346,3.67327,44,742
pmmh,car1,0.453023,0.75372,3.69154,53,742
pmmh,car1,0.451609,0.726928,5.4963,50,742
tracker,car1,0.625748,0.868942,20.6111,16,742
tracker,car1,0.61439,0.844172,24.7333,30,742
tracker,car1,0.565866,0.797719,26.5,38,742
tracker,car1,0.496269,0.7881,33.7273,51,742
tracker,car1,0.525779,0.802355,29.68,42,742
tracker,car1,0.521472,0.806319,26.5,33,742
tracker,car1,0.522218,0.782195,27.4815,49,742
tracker,car1,0.484679,0.783841,28.5385,44,742
tracker,car1,0.456057,0.785557,25.5862,34,742
tracker,car1,0.557521,0.813266,29.68,41,742
tracker,car1,0.47799,0.764553,33.7273,51,742
tracker,car1,0.499976,0.793603,29.68,44,742
tracker,car1,0.475004,0.759292,29.68,37,742
tracker,car1,0.548189,0.819189,26.5,35,742
tracker,car1,0.537892,0.818189,23.1875,31,742
pmmh,car2,0.920118,0.97848,17.8636,2,393
pmmh,car2,0.750437,0.927729,21.8333,6,393
pmmh,car2,0.795313,0.929175,19.65,8,393
pmmh,car2,0.719643,0.904751,23.1176,8,393
pmmh,car2,0.700138,0.89806,19.65,8,393
pmmh,car2,0.75269,0.916971,23.1176,5,393
pmmh,car2,0.802837,0.943361,19.65,3,393
pmmh,car2,0.662651,0.875843,21.8333,11,393
pmmh,car2,0.619125,0.857117,20.6842,10,393
pmmh,car2,0.667535,0.899855,24.5625,8,393
pmmh,car2,0.660487,0.886536,26.2,9,393
pmmh,car2,0.666884,0.871648,24.5625,5,393
pmmh,car2,0.810195,0.936656,23.1176,4,393
pmmh,car2,0.722426,0.910812,24.5625,10,393
pmmh,car2,0.652244,0.88331,26.2,8,393
tracker,car2,0.729547,0.907634,98.25,7,393
tracker,car2,0.654155,0.870264,78.6,11,393
tracker,car2,0.787421,0.93538,98.25,7,393
tracker,car2,0.764732,0.92079,56.1429,6,393
tracker,car2,0.654961,0.887023,98.25,11,393
tracker,car2,0.897315,0.96059,43.6667,3,393
tracker,car2,0.807484,0.941896,78.6,5,393
tracker,car2,0.699363,0.893753,65.5,7,393
tracker,car2,0.679306,0.875101,98.25,6,393
tracker,car2,0.73484,0.904,65.5,7,393
tracker,car2,0.864526,0.939232,49.125,3,393
tracker,car2,0.697781,0.897201,98.25,9,393
tracker,car2,0.689031,0.876543,65.5,9,393
tracker,car2,0.646853,0.871194,98.25,10,393
tracker,car2,0.488637,0.790248,98.25,11,393
pmmh,crossing,0.443671,0.870322,7.27778,3,131
pmmh,crossing,0.352454,0.809862,3.44737,9,131
pmmh,crossing,0.329421,0.669861,6.2381,11,131
pmmh,crossing,0.384077,0.861138,7.27778,4,131
pmmh,crossing,0.221539,0.746819,5.69565,6,131
pmmh,crossing,0.296827,0.81864,5.95455,4,131
pmmh,crossing,0.24903,0.833254,8.1875,4,131
pmmh,crossing,0.341145,0.834695,5.45833,8,131
pmmh,crossing,0.288352,0.805522,5.95455,4,131
pmmh,crossing,0.325816,0.837844,7.27778,4,131
pmmh,crossing,0.380301,0.820491,5.95455,4,131
pmmh,crossing,0.163935,0.746209,8.1875,4,131
pmmh,crossing,0.270174,0.823921,7.70588,4,131
pmmh,crossing,0.424183,0.772502,5.95455,7,131
pmmh,crossing,0.229317,0.775463,5.95455,8,131
tracker,crossing,0.370025,0.80271,65.5,6,131
tracker,crossing,0.323987,0.76777,65.5,5,131
tracker,crossing,0.366579,0.833094,65.5,5,131
tracker,crossing,0.325671,0.810914,32.75,5,131
tracker,crossing,0.257816,0.7953,65.5,5,131
tracker,crossing,0.444459,0.773083,43.6667,9,131
tracker,crossing,0.315888,0.767798,43.6667,4,131
tracker,crossing,0.321699,0.827833,32.75,4,131
tracker,crossing,0.412049,0.79808,65.5,5,131
tracker,crossing,0.380519,0.791651,43.6667,4,131
tracker,crossing,0.373157,0.745502,65.5,9,131
tracker,crossing,0.296267,0.811795,65.5,5,131
tracker,crossing,0.248056,0.759043,65.5,8,131
tracker,crossing,0.300628,0.829286,65.5,6,131
tracker,crossing,0.46066,0.849351,65.5,6,131
pmmh,dinosaur,0.648331,0.886849,4.075,7,326
pmmh,dinosaur,0.662143,0.907788,3.70455,2,326
pmmh,dinosaur,0.621765,0.854962,4.23377,8,326
pmmh,dinosaur,0.50415,0.782153,5.52542,3,326
pmmh,dinosaur,0.575752,0.857279,6.03704,3,326
pmmh,dinosaur,0.610195,0.870684,6.79167,5,326
pmmh,dinosaur,0.638708,0.893257,6.26923,2,326
pmmh,dinosaur,0.418663,0.731276,6.52,6,326
pmmh,dinosaur,0.586542,0.843601,6.15094,1,326
pmmh,dinosaur,0.573086,0.807666,3.43158,2,326
pmmh,dinosaur,0.672954,0.864798,6.52,9,326
pmmh,dinosaur,0.639859,0.879694,6.93617,8,326
pmmh,dinosaur,0.565222,0.846674,6.39216,4,326
pmmh,dinosaur,0.630993,0.873059,3.97561,7,326
pmmh,dinosaur,0.518904,0.76853,4.34667,9,326
tracker,dinosaur,0.6269,0.867367,46.5714,3,326
tracker,dinosaur,0.559882,0.785246,65.2,10,326
tracker,dinosaur,0.470508,0.790162,46.5714,3,326
tracker,dinosaur,0.40879,0.721202,54.3333,6,326
tracker,dinosaur,0.426003,0.751949,65.2,4,326
tracker,dinosaur,0.597366,0.839279,54.3333,3,326
tracker,dinosaur,0.457121,0.785687,81.5,5,326
tracker,dinosaur,0.579532,0.850205,46.5714,2,326
tracker,dinosaur,0.458015,0.750186,54.3333,4,326
tracker,dinosaur,0.596289,0.858964,46.5714,6,326
tracker,dinosaur,0.487917,0.792049,54.3333,7,326
tracker,dinosaur,0.534234,0.803766,40.75,6,326
tracker,dinosaur,0.513847,0.838257,46.5714,2,326
tracker,dinosaur,0.607671,0.819264,46.5714,7,326
tracker,dinosaur,0.470509,0.732302,54.3333,8,326
pmmh,fernando,0.370974,0.705756,1.81366,25,292
pmmh,fernando,0.490349,0.817678,3.17391,16,292
pmmh,fernando,0.46929,0.866687,2.39344,14,292
pmmh,fernando,0.456802,0.785018,1.88387,27,292
pmmh,fernando,0.448589,0.799559,2.72897,26,292
pmmh,fernando,0.455455,0.782112,3.01031,29,292
pmmh,fernando,0.278824,0.527966,3.51807,16,292
pmmh,fernando,0.399976,0.737464,2.78095,15,292
pmmh,fernando,0.460219,0.805828,1.65909,24,292
pmmh,fernando,0.499099,0.785013,2.94949,21,292
pmmh,fernando,0.459805,0.788136,1.94667,22,292
pmmh,fernando,0.478376,0.798357,3.10638,24,292
pmmh,fernando,0.480419,0.823258,2.7037,21,292
pmmh,fernando,0.359583,0.753172,2.83495,26,292
pmmh,fernando,0.449332,0.841167,1.48223,17,292
tracker,fernando,0.488507,0.822469,26.5455,22,292
tracker,fernando,0.514506,0.815777,24.3333,21,292
tracker,fernando,0.413765,0.788628,20.8571,19,292
tracker,fernando,0.466508,0.79458,24.3333,25,292
tracker,fernando,0.465431,0.77552,24.3333,31,292
tracker,fernando,0.428697,0.776706,26.5455,15,292
tracker,fernando,0.497102,0.804109,24.3333,18,292
tracker,fernando,0.504814,0.767395,26.5455,36,292
tracker,fernando,0.472926,0.794828,24.3333,27,292
tracker,fernando,0.447068,0.761872,20.8571,24,292
tracker,fernando,0.520721,0.843301,20.8571,10,292
tracker,fernando,0.481449,0.76937,32.4444,28,292
tracker,fernando,0.48209,0.812513,26.5455,9,292
tracker,fernando,0.500369,0.803024,17.1765,26,292
tracker,fernando,0.462403,0.782615,24.3333,31,292
pmmh,fish1,0.23069,0.671916,9.89189,24,366
pmmh,fish1,0.413752,0.744915,12.6207,14,366
pmmh,fish1,0.370232,0.67,9.89189,40,366
pmmh,fish1,0.384241,0.783817,14.0769,35,366
pmmh,fish1,0.410678,0.74439,9.89189,30,366
pmmh,fish1,0.343254,0.657451,14.64,35,366
pmmh,fish1,0.347578,0.64995,9.38462,46,366
pmmh,fish1,0.625011,0.786319,13.5556,19,366
pmmh,fish1,0.355118,0.664445,15.913,54,366
pmmh,fish1,0.41756,0.718223,15.913,26,366
pmmh,fish1,0.342427,0.666507,15.25,41,366
pmmh,fish1,0.327913,0.685912,16.6364,55,366
pmmh,fish1,0.316452,0.672392,16.6364,39,366
