method,sequence,accuracy,recall,fps,reinit,frames
tracker,tiger,0.53075,0.530028,121.667,29,365
tracker,tiger,0.524993,0.516962,121.667,28,365
tracker,tiger,0.551864,0.529035,121.667,31,365
tracker,tiger,0.520201,0.516998,121.667,27,365
tracker,tiger,0.504632,0.508583,182.5,72,365
tracker,tiger,0.52613,0.53716,121.667,30,365
tracker,tiger,0.536548,0.532368,121.667,36,365
pmmh,traffic,0.61553,0.604387,15.9167,18,191
pmmh,traffic,0.579813,0.607335,15.9167,23,191
pmmh,traffic,0.488922,0.478071,15.9167,12,191
pmmh,traffic,0.548825,0.571625,17.3636,21,191
pmmh,traffic,0.58147,0.530527,17.3636,15,191
pmmh,traffic,0.553429,0.590549,17.3636,23,191
pmmh,traffic,0.537565,0.52598,17.3636,19,191
pmmh,traffic,0.544986,0.584273,15.9167,17,191
pmmh,traffic,0.527135,0.546537,15.9167,24,191
pmmh,traffic,0.501836,0.510275,17.3636,21,191
pmmh,traffic,0.546837,0.585722,15.9167,17,191
pmmh,traffic,0.549626,0.551624,15.9167,16,191
pmmh,traffic,0.624208,0.644945,15.9167,17,191
pmmh,traffic,0.549483,0.57016,14.6923,15,191
pmmh,traffic,0.611966,0.629162,15.9167,12,191
tracker,traffic,0.563779,0.576425,191,16,191
tracker,traffic,0.515084,0.537471,inf,17,191
tracker,traffic,0.563813,0.606174,inf,5,191
tracker,traffic,0.547595,0.567562,191,6,191
tracker,traffic,0.529833,0.566765,191,11,191
tracker,traffic,0.552593,0.632093,191,7,191
tracker,traffic,0.572538,0.614905,191,7,191
tracker,traffic,0.569803,0.589901,191,15,191
tracker,traffic,0.574616,0.545505,191,8,191
tracker,traffic,0.573791,0.593683,191,7,191
tracker,traffic,0.566978,0.544847,191,6,191
tracker,traffic,0.52996,0.564906,inf,15,191
tracker,traffic,0.55627,0.535434,inf,6,191
tracker,traffic,0.611101,0.648937,191,10,191
tracker,traffic,0.550971,0.567234,191,13,191
pmmh,tunnel,0.648457,0.632521,22.2857,45,312
pmmh,tunnel,0.531352,0.549397,22.2857,58,312
pmmh,tunnel,0.650079,0.636136,20.8,44,312
pmmh,tunnel,0.547023,0.563279,20.8,53,312
pmmh,tunnel,0.557972,0.574079,24,63,312
pmmh,tunnel,0.559316,0.570019,22.2857,56,312
pmmh,tunnel,0.531189,0.56436,20.8,48,312
pmmh,tunnel,0.616285,0.612444,22.2857,49,312
pmmh,tunnel,0.533149,0.560173,22.2857,52,312
pmmh,tunnel,0.614442,0.631543,22.2857,56,312
pmmh,tunnel,0.623958,0.610339,20.8,42,312
pmmh,tunnel,0.564165,0.598025,20.8,58,312
pmmh,tunnel,0.563857,0.587979,22.2857,63,312
pmmh,tunnel,0.576572,0.547022,24,53,312
pmmh,tunnel,0.511734,0.530751,22.2857,63,312
tracker,tunnel,0.511911,0.504478,312,41,312
tracker,tunnel,0.564579,0.625509,312,38,312
tracker,tunnel,0.550527,0.559906,312,47,312
tracker,tunnel,0.592166,0.599422,312,26,312
tracker,tunnel,0.548054,0.567818,312,24,312
tracker,tunnel,0.545166,0.493888,312,33,312
tracker,tunnel,0.488922,0.515566,312,37,312
tracker,tunnel,0.503865,0.503807,312,30,312
tracker,tunnel,0.540669,0.458499,312,12,312
tracker,tunnel,0.510922,0.475679,312,28,312
tracker,tunnel,0.488529,0.516135,312,37,312
tracker,tunnel,0.600177,0.576886,312,25,312
tracker,tunnel,0.478328,0.508968,312,25,312
tracker,tunnel,0.561471,0.588001,312,45,312
tracker,tunnel,0.498137,0.483832,312,30,312
pmmh,wiper,0.616412,0.619269,18.9444,50,341
pmmh,wiper,0.574962,0.582356,18.9444,47,341
pmmh,wiper,0.565857,0.589214,18.9444,60,341
pmmh,wiper,0.617283,0.583926,18.9444,41,341
pmmh,wiper,0.594147,0.618096,18.9444,49,341
pmmh,wiper,0.530018,0.550204,18.9444,50,341
pmmh,wiper,0.585204,0.58334,20.0588,58,341
pmmh,wiper,0.567887,0.59077,17.9474,47,341
pmmh,wiper,0.584901,0.60232,18.9444,52,341
pmmh,wiper,0.610724,0.607741,20.0588,55,341
pmmh,wiper,0.624038,0.642276,18.9444,58,341
pmmh,wiper,0.594532,0.608094,18.9444,53,341
pmmh,wiper,0.540267,0.545637,18.9444,48,341
pmmh,wiper,0.583368,0.593275,18.9444,52,341
pmmh,wiper,0.590669,0.599532,18.9444,48,341
tracker,wiper,0.582407,0.589554,341,54,341
tracker,wiper,0.599429,0.593787,341,43,341
tracker,wiper,0.578521,0.572478,341,48,341
tracker,wiper,0.67362,0.656037,341,76,341
tracker,wiper,0.683758,0.646116,341,71,341
tracker,wiper,0.614854,0.618677,341,49,341
tracker,wiper,0.452748,0.456145,inf,127,341
tracker,wiper,0.604191,0.608076,341,50,341
tracker,wiper,0.693394,0.652046,341,72,341
tracker,wiper,0.626162,0.652275,341,55,341
tracker,wiper,0.655026,0.638611,341,74,341
tracker,wiper,0.672334,0.625519,341,81,341
tracker,wiper,0.587614,0.561257,170.5,36,341
tracker,wiper,0.570573,0.565092,170.5,50,341
tracker,wiper,0.592019,0.598184,341,47,341
