method,sequence,accuracy,recall,fps,reinit,frames
pmmh,tiger,0.663118,0.860573,4.1954,9,365
pmmh,tiger,0.494455,0.785239,4.50617,15,365
pmmh,tiger,0.452128,0.759331,3.11966,13,365
pmmh,tiger,0.577975,0.805616,2.9918,13,365
pmmh,tiger,0.566555,0.817904,3.31818,17,365
pmmh,tiger,0.454966,0.755149,4.86667,15,365
pmmh,tiger,0.475909,0.755796,4.74026,20,365
pmmh,tiger,0.431826,0.760269,3.28829,11,365
pmmh,tiger,0.470505,0.762942,4.5625,14,365
pmmh,tiger,0.543096,0.800336,3.09322,12,365
pmmh,tiger,0.606047,0.807304,3.25893,12,365
pmmh,tiger,0.699011,0.855803,3.04167,10,365
pmmh,tiger,0.637877,0.852839,2.87402,11,365
pmmh,tiger,0.487891,0.747452,4.74026,14,365
pmmh,tiger,0.609738,0.82195,4.24419,12,365
tracker,tiger,0.480844,0.775663,24.3333,11,365
tracker,tiger,0.589418,0.798953,21.4706,11,365
tracker,tiger,0.574291,0.820133,21.4706,15,365
tracker,tiger,0.684388,0.862498,20.2778,8,365
tracker,tiger,0.449444,0.748948,36.5,18,365
tracker,tiger,0.646005,0.853528,19.2105,8,365
tracker,tiger,0.477223,0.744918,22.8125,15,365
tracker,tiger,0.561404,0.80026,24.3333,18,365
tracker,tiger,0.550488,0.782257,21.4706,10,365
tracker,tiger,0.607408,0.801127,28.0769,16,365
tracker,tiger,0.430842,0.741157,33.1818,17,365
tracker,tiger,0.34602,0.693684,52.1429,27,365
tracker,tiger,0.52302,0.807851,26.0714,15,365
tracker,tiger,0.497949,0.777763,20.2778,11,365
tracker,tiger,0.516659,0.798016,33.1818,12,365
pmmh,traffic,0.397824,0.714051,9.09524,14,191
pmmh,traffic,0.554307,0.841548,6.82143,8,191
pmmh,traffic,0.50688,0.808845,4.89744,6,191
pmmh,traffic,0.393508,0.757583,5.45714,8,191
pmmh,traffic,0.553584,0.865772,5.96875,7,191
pmmh,traffic,0.460054,0.819852,5.61765,7,191
pmmh,traffic,0.335513,0.725742,7.34615,9,191
pmmh,traffic,0.417648,0.712849,8.68182,15,191
pmmh,traffic,0.355847,0.736053,6.36667,9,191
pmmh,traffic,0.449589,0.81173,7.07407,6,191
pmmh,traffic,0.663944,0.897406,5.02632,3,191
pmmh,traffic,0.36113,0.711334,6.16129,8,191
pmmh,traffic,0.269335,0.7767,7.34615,11,191
pmmh,traffic,0.449496,0.816772,7.64,10,191
pmmh,traffic,0.507527,0.794072,7.95833,12,191
tracker,traffic,0.56414,0.863069,63.6667,9,191
tracker,traffic,0.506758,0.825337,63.6667,8,191
tracker,traffic,0.439282,0.820749,38.2,5,191
tracker,traffic,0.615575,0.866007,14.6923,2,191
tracker,traffic,0.533082,0.885374,31.8333,5,191
tracker,traffic,0.693707,0.887667,19.1,7,191
tracker,traffic,0.543907,0.871758,63.6667,6,191
tracker,traffic,0.848995,0.934374,21.2222,3,191
tracker,traffic,0.620913,0.889701,23.875,2,191
tracker,traffic,0.569118,0.898851,15.9167,1,191
tracker,traffic,0.839092,0.937331,31.8333,7,191
tracker,traffic,0.491061,0.790964,38.2,10,191
tracker,traffic,0.668072,0.894243,31.8333,5,191
tracker,traffic,0.578795,0.833996,21.2222,2,191
tracker,traffic,0.698446,0.89913,27.2857,4,191
pmmh,tunnel,0.442181,0.807539,13,21,312
pmmh,tunnel,0.372963,0.76327,13.5652,27,312
pmmh,tunnel,0.448991,0.801432,12.48,25,312
pmmh,tunnel,0.575392,0.820177,8.43243,16,312
pmmh,tunnel,0.564788,0.813986,9.45455,18,312
pmmh,tunnel,0.448672,0.782313,9.17647,24,312
pmmh,tunnel,0.496766,0.822326,8.91429,20,312
pmmh,tunnel,0.560704,0.847181,9.17647,16,312
pmmh,tunnel,0.528969,0.835854,8.66667,20,312
pmmh,tunnel,0.608332,0.863352,13.5652,17,312
pmmh,tunnel,0.319069,0.742945,13,21,312
pmmh,tunnel,0.390944,0.736247,13.5652,31,312
pmmh,tunnel,0.449028,0.820999,8.21053,15,312
pmmh,tunnel,0.347274,0.766504,13,26,312
pmmh,tunnel,0.524172,0.817121,12,23,312
tracker,tunnel,0.721419,0.909861,62.4,7,312
tracker,tunnel,0.593545,0.820662,104,22,312
tracker,tunnel,0.689083,0.858754,78,15,312
tracker,tunnel,0.574771,0.827936,104,16,312
tracker,tunnel,0.531197,0.843555,156,20,312
tracker,tunnel,0.611643,0.868321,62.4,15,312
tracker,tunnel,0.572452,0.833137,104,15,312
tracker,tunnel,0.518279,0.817604,156,28,312
tracker,tunnel,0.56256,0.821405,104,22,312
tracker,tunnel,0.652076,0.876836,156,17,312
tracker,tunnel,0.502268,0.793846,156,23,312
tracker,tunnel,0.622946,0.850584,104,21,312
tracker,tunnel,0.637999,0.840325,156,26,312
tracker,tunnel,0.683573,0.888107,104,11,312
tracker,tunnel,0.568739,0.831541,104,20,312
pmmh,wiper,0.566303,0.856573,7.25532,27,341
pmmh,wiper,0.516652,0.765456,10.3333,41,341
pmmh,wiper,0.531185,0.818709,7.93023,34,341
pmmh,wiper,0.438608,0.775455,7.93023,37,341
pmmh,wiper,0.530441,0.787009,7.93023,41,341
pmmh,wiper,0.496097,0.78779,10.3333,40,341
pmmh,wiper,0.511329,0.804103,7.75,40,341
pmmh,wiper,0.474405,0.818066,10.6562,30,341
pmmh,wiper,0.427134,0.781,11,31,341
pmmh,wiper,0.421322,0.791049,7.57778,37,341
pmmh,wiper,0.490985,0.802771,8.31707,35,341
pmmh,wiper,0.621228,0.837194,5.68333,20,341
pmmh,wiper,0.551712,0.825692,7.57778,27,341
pmmh,wiper,0.563365,0.832703,7.57778,34,341
pmmh,wiper,0.39833,0.772264,10.6562,35,341
tracker,wiper,0.508619,0.83097,113.667,36,341
tracker,wiper,0.534727,0.829672,113.667,38,341
tracker,wiper,0.479458,0.809142,113.667,31,341
tracker,wiper,0.410802,0.828902,85.25,30,341
tracker,wiper,0.432961,0.807493,113.667,30,341
tracker,wiper,0.548519,0.818402,113.667,43,341
tracker,wiper,0.35157,0.791014,85.25,27,341
tracker,wiper,0.49713,0.820792,170.5,30,341
tracker,wiper,0.527833,0.802249,85.25,39,341
tracker,wiper,0.470641,0.791903,113.667,43,341
tracker,wiper,0.508286,0.848135,85.25,21,341
tracker,wiper,0.505725,0.815474,85.25,36,341
tracker,wiper,0.496203,0.77214,113.667,32,341
tracker,wiper,0.53184,0.849914,113.667,28,341
tracker,wiper,0.581311,0.858426,113.667,31,341
